topic_str,post
1,"I said that we would put in place health care reform to make sure that insurance companies can't jerk you around and if you don't have health insurance, that you'd have a chance to get affordable insurance, and I have."
4,"I committed that I would rein in the excesses of Wall Street, and we passed the toughest Wall Street reforms since the one thousand nine hundred thirtys."
2,"We've created five million jobs, and gone from eight hundred jobs a month being lost, and we are making progress."
2,We saved an auto industry that was on the brink of collapse.
27,"Now, does that mean you're not struggling?"
0,Absolutely not.
0,A lot of us are.
4,"And that's why the plan that I've put forward for manufacturing and education, and reducing our deficit in a sensible way, using the savings from ending wars, to rebuild America and putting people back to work."
12,"Making sure that we are controlling our own energy, but not only the energy of today, but also the energy of the future."
16,"All of those things will make a difference, so the point is the commitments I've made, I've kept."
9,"And those that I haven't been able to keep, it's not for lack of trying and we're going to get it done in a second term."
14,"But, you should pay attention to this campaign, because Governor Romney has made some commitments as well."
9,And I suspect he'll keep those too.
4,"You know when members of the Republican Congress say, We're going to sign a no tax pledge, so that we don't ask a dime for millionaires and billionaires to reduce our deficit so we can still invest in education, and helping kids go to college."
0,"He said, Me too."
4,"When they said, We're going to cut Planned Parenthood funding."
0,"He said, Me too."
1,"When he said, We're going to repeal Obamacare."
1,"First thing I'm going to do, despite the fact that it's the same health care plan that he passed in Massachusetts and is working well."
0,"He said, Me too."
9,"That is not the kind of leadership that you need, but you should expect that those are promises he's going to keep."
30,the choice in this election is going to be whose promises are going to be more likely to help you in your life?
13,Make sure your kids can go to college.
34,"Make sure that you are getting a good paying job, making sure that Medicare and Social Security|"
0,will be there for you.
14,This is for Governor Romney?
18,"Good, I look forward to it."
17,Was Lorranna Lorraine we are a nation of immigrants.
17,I mean we're just a few miles away from Ellis Island.
2,We all understand what this country has become because talent from all around the world wants to come here.
0,People are willing to take risks.
13,People who want to build on their dreams and make sure their kids have an even bigger dreams than they have.
9,But we're also a nation of laws.
17,So what I've said is we need to fix a broken immigration system and I've done everything that I can on my own and sought cooperation from Congress to make sure that we fix the system.
17,"The first thing we did was to streamline the legal immigration system, to reduce the backlog, make it easier, simpler and cheaper for people who are waiting in line, obeying the law to make sure that they can come here and contribute to our country and that's good for our economic growth."
25,They'll start new businesses.
2,They'll make things happen to create jobs here in the United States.
17,"Number two, we do have to deal with our border so we put more border patrol on the any time in history and the flow of undocumented works across the border is actually lower than it's been in forty years."
17,"What I've also said is if we're going to go after folks who are here illegally, we should do it smartly and go after folks who are criminals, gang bangers, people who are hurting the community, not after students, not after folks who are here just because they're trying to figure out how to feed their families."
5,And that's what we've done.
13,"And what I've also said is for young people who come here, brought here often times by their parents."
7,"Had gone to school here, pledged allegiance to the flag."
15,Think of this as their country.
17,Understand themselves as Americans in every way except having papers.
17,And we should make sure that we give them a pathway to citizenship.
9,And that's what I've done administratively.
17,"Now, Governor Romney just said, you know he wants to help those young people too, but during the Republican primary, he said, I will veto the DREAM Act, that would allow these young people to have access."
17,"His main strategy during the Republican primary was to say, We're going to encourage self deportation."
2,Making life so miserable on folks that they'll leave.
17,He called the Arizona law a model for the nation.
17,Part of the Arizona law said that law enforcement officers could stop folks because they suspected maybe they looked like they might be undocumented workers and check their papers.
0,You know what?
17,"If my daughter or yours looks to somebody like they're not a citizen, I don't want I don't want to empower somebody like that."
34,"So, we can fix this system in a comprehensive way."
14,"And when Governor Romney says, the challenge is, Well Obama didn't try."
0,That's not true.
16,I have sat down with Democrats and Republicans at the beginning of my term.
9,"And I said, let's fix this system."
23,Including Senators previously who had supported it on the Republican side.
17,"But it's very hard for Republican's in Congress to support comprehensive immigration reform, if their standard bearer has said that, this is not something I'm interested in supporting."
0,Candy?
0,Hold on a second.
0,The|
0,I've got to say|
34,"You know, I I don't look at my pension."
25,It's not as big as yours so it doesn't take as long.
27,I don't check it that often.
17,I thought we were talking about immigration.
0,I do want to make sure that|
8,I do want to make sure that I do want to make sure that we just understand something.
14,Governor Romney says he wasn't referring to Arizona as a model for the nation.
17,"His top adviser on immigration is the guy who designed the Arizona law, the entirety of it; not E Verify, the whole thing."
9,That's his policy.
9,And it's a bad policy.
2,And it won't help us grow.
17,"Look, when we think about immigration, we have to understand there are folks all around the world who still see America as the land of promise."
12,And they provide us energy and they provide us innovation and they start companies like Intel and Google.
13,And we want to encourage that.
9,"Now, we've got to make sure that we do it in a smart way and a comprehensive way, and we make the legal system better."
17,"But when we make this into a divisive political issue, and when we don't have bipartisan support I can deliver, Governor, a whole bunch of Democrats to get comprehensive immigration reform done, and we can't|"
16,we can't we have not seen Republicans serious about this issue at all.
16,And it's time for them to get serious on it.
16,This used to be a bipartisan issue.
0,OK.
0,"Hi, Kerry."
0,I'm sorry.
0,What's your name?
18,Great to see you.
0,Ah.
15,"Well, let me first of all talk about our diplomats, because they serve all around the world and do an incredible job in a very dangerous situation."
9,"And these aren't just representatives of the United States, they are my representatives."
13,"I send them there, oftentimes into harm's way."
19,I know these folks and I know their families.
31,So nobody is more concerned about their safety and security than I am.
29,"So as soon as we found out that the Benghazi consulate was being overrun, I was on the phone with my national security team and I gave them three instructions."
29,"Number one, beef up our security and procedures, not just in Libya, but at every embassy and consulate in the region."
29,"Number two, investigate exactly what happened, regardless of where the facts lead us, to make sure folks are held accountable and it doesn't happen again."
29,"And number three, we are going to find out who did this and we're going to hunt them down, because one of the things that I've said throughout my presidency is when folks mess with Americans, we go after them."
14,Now Governor Romney had a very different response.
29,"While we were still dealing with our diplomats being threatened, Governor Romney put out a press release, trying to make political points, and that's not how a commander in chief operates."
9,You don't turn national security into a political issue.
9,Certainly not right when it's happening.
9,And people not everybody agrees with some of the decisions I've made.
31,"But when it comes to our national security, I mean what I say."
8,"I said I'd end the war in Libya in in Iraq, and I did."
8,"I said that we'd go after al Qaeda and bin Laden, we have."
8,"I said we'd transition out of Afghanistan, and start making sure that Afghans are responsible for their own security, that's what I'm doing."
29,"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable."
5,"And I am ultimately responsible for what's taking place there because these are my folks, and I'm the one who has to greet those coffins when they come home."
0,You know that I mean what I say.
29,Secretary Clinton has done an extraordinary job.
0,But she works for me.
9,"I'm the president and I'm always responsible, and that's why nobody's more interested in finding out exactly what happened than I do."
29,"The day after the attack, governor, I stood in the Rose Garden and I told the American people in the world that we are going to find out exactly what happened."
29,That this was an act of terror and I also said that we're going to hunt down those who committed this crime.
5,"And then a few days later, I was there greeting the caskets coming into Andrews Air Force Base and grieving with the families."
14,"And the suggestion that anybody in my team, whether the Secretary of State, our U."
0,N.
14,"Ambassador, anybody on my team would play politics or mislead when we've lost four of our own, governor, is offensive."
0,That's not what we do.
9,"That's not what I do as president, that's not what I do as Commander in Chief."
0,That's what I said.
14,Please proceed governor.
0,Get the transcript.
18,"Can you say that a little louder, Candy?"
0,Candy?
0,"Candy, I'm|"
18,I'm happy to have a longer conversation|
8,about foreign policy.
0,OK.
18,"I'm happy to do that, too."
0,I just want to make sure that|
18,all of these wonderful folks are going to have a chance to get some of their questions answered.
10,"We're a nation that believes in the Second Amendment, and I believe in the Second Amendment."
10,We've got a long tradition of hunting and sportsmen and people who want to make sure they can protect themselves.
9,"But there have been too many instances during the course of my presidency, where I've had to comfort families who have lost somebody."
3,Most recently out in Aurora.
29,"You know, just a couple of weeks ago, actually, probably about a month, I saw a mother, who I had met at the bedside of her son, who had been shot in that theater."
29,And her son had been shot through the head.
7,"And we spent some time, and we said a prayer and, remarkably, about two months later, this young man and his mom showed up, and he looked unbelievable, good as new."
20,But there were a lot of families who didn't have that good fortune and whose sons or daughters or husbands didn't survive.
10,"So my belief is that,, we have to enforce the laws we've already got, make sure that we're keeping guns out of the hands of criminals, those who are mentally ill."
31,"We've done a much better job in terms of background checks, but we've got more to do when it comes to enforcement."
8,But I also share your belief that weapons that were designed for soldiers in war theaters don't belong on our streets.
8,And so what I'm trying to do is to get a broader conversation about how do we reduce the violence generally.
10,Part of it is seeing if we can get an assault weapons ban reintroduced.
29,But part of it is also looking at other sources of the violence.
10,"Because frankly, in my home town of Chicago, there's an awful lot of violence and they're not using AK forty sevens."
15,They're using cheap hand guns.
13,"And so what can we do to intervene, to make sure that young people have opportunity; that our schools are working; that if there's violence on the streets, that working with faith groups and law enforcement, we can catch it before it gets out of control."
8,And so what I want is a is a comprehensive strategy.
10,Part of it is seeing if we can get automatic weapons that kill folks in amazing numbers out of the hands of criminals and the mentally ill.
8,But part of it is also going deeper and seeing if we can get into these communities and making sure we catch violent impulses before they occur.
13,"because I do believe that if our young people have opportunity, then they're less likely to engage in these kind of violent acts."
8,"We're not going to eliminate everybody who is mentally disturbed, and we've got to make sure they don't get weapons."
13,"But we can make a difference in terms ensuring that every young person in America, regardless of where they come from, what they look like, have a chance to succeed."
13,"And, Candy, we haven't had a chance to talk about education much, but I think it is very important to understand that the reforms we've put in place, working with forty six governors around the country, are seeing schools that are some of the ones that are the toughest for kids starting to succeed."
13,We're starting to see gains in math and science.
13,"When it comes to community colleges, we are setting up programs, including with Nassau Community College, to retrain workers, including young people who may have dropped out of school but now are getting another chance, training them for the jobs that exist right now."
2,"And in fact, employers are looking for skilled workers."
15,And so we're matching them up.
13,Giving them access to higher education.
13,"As I said, we have made sure that millions of young people are able to get an education that they weren't able to get before."
0,Now|
0,But but it'll it'll it'll be|
0,just one second.
30,Because because this is important.
30,This is part of the choice in this election.
2,"When Governor Romney was asked whether teachers, hiring more teachers was important to growing our economy, Governor Romney said that doesn't grow our economy."
14,When when he was asked would class size|
0,I understand.
2,But this will make a difference in terms of whether or not we can move this economy forward for these young people|
15,and reduce our violence.
0,OK.
2,We need to create jobs here.
14,And both Governor Romney and I agree actually that we should lower our corporate tax rate.
0,It's too high.
9,But there's a difference in terms of how we would do it.
33,"I want to close loopholes that allow companies to deduct expenses when they move to China; that allow them to profit offshore and not have to get taxed, so they have tax advantages offshore."
9,All those changes in our tax code would make a difference.
14,"Now, Governor Romney actually wants to expand those tax breaks."
25,"One of his big ideas when it comes to corporate tax reform would be to say, if you invest overseas, you make profits overseas, you don't have to pay U."
0,S.
0,taxes.
25,"But, of course, if you're a small business or a mom and pop business or a big business starting up here, you've got to pay even the reduced rate that Governor Romney's talking about."
2,And it's estimated that that will create eight hundred thousand new jobs.
2,The problem is they'll be in china.
0,Or India.
0,Or Germany.
2,That's not the way we're going to create jobs here.
2,"The way we're going to create jobs here is not just to change our tax code, but also to double our exports."
4,"And we are on pace to double our exports, one of the commitments I made when I was president."
2,That's creating tens of thousands of jobs all across the country.
2,"That's why we've kept on pushing trade deals, but trade deals that make sure that American workers and American businesses are getting a good deal."
14,"Now, Governor Romney talked about China, as I already indicated."
2,"In the private sector, Governor Romney's company invested in what were called pioneers of outsourcing."
0,That's not my phrase.
29,That's what reporters called it.
9,"And as far as currency manipulation, the currency has actually gone up eleven percent since I've been president because we have pushed them hard."
15,And we've put unprecedented trade pressure on China.
9,That's why exports have significantly increased under my presidency.
2,That's going to help to create jobs here.
2,"Candy, there are some jobs that are not going to come back."
20,"Because they are low wage, low skill jobs."
20,"I want high wage, high skill jobs."
2,That's why we have to emphasize manufacturing.
2,That's why we have to invest in advanced manufacturing.
8,That's why we've got to make sure that we've got the best science and research in the world.
4,"And when we talk about deficits, if we're adding to our deficit for tax cuts for folks who don't need them, and we're cutting investments in research and science that will create the next Apple, create the next new innovation that will sell products around the world, we will lose that race."
13,If we're not training engineers to make sure that they are equipped here in this country.
25,Then companies won't come here.
2,"Those investments are what's going to help to make sure that we continue to lead this world economy, not just next year, but ten years from now, fifty years from now, one hundred years from now."
2,"Barry, I think a lot of this campaign, maybe over the last four years, has been devoted to this nation that I think government creates jobs, that that somehow is the answer."
0,That's not what I believe.
25,I believe that the free enterprise system is the greatest engine of prosperity the world's ever known.
20,I believe in self reliance and individual initiative and risk takers being rewarded.
20,"But I also believe that everybody should have a fair shot and everybody should do their fair share and everybody should play by the same rules, because that's how our economy's grown."
20,That's how we built the world's greatest middle class.
30,And and that is part of what's at stake in this election.
9,There's a fundamentally different vision about how we move our country forward.
14,I believe Governor Romney is a good man.
28,"Loves his family, cares about his faith."
14,"But I also believe that when he said behind closed doors that forty seven percent of the country considered themselves victims who refuse personal responsibility, think about who he was talking about."
34,Folks on Social Security who've worked all their lives.
5,Veterans who've sacrificed for this country.
13,"Students who are out there trying to hopefully advance their own dreams, but also this country's drea Miss Soldiers who are overseas fighting for us right now."
20,"People who are working hard every day, paying payroll tax, gas taxes, but don't make enough income."
8,And I want to fight for them.
9,That's what I've been doing for the last four years.
9,"Because if they succeed, I believe the country succeeds."
5,When my grandfather fought in World War II and he came back and he got a G.
0,I.
13,"Bill and that allowed him to go to college, that wasn't a handout."
9,That was something that advanced the entire country.
13,And I want to make sure that the next generation has those same opportunities.
30,That's why I'm asking for your vote and that's why I'm asking for another four years.
9,"Well, my first job as commander in chief, Bob, is to keep the American people safe."
9,And that's what we've done over the last four years.
5,"We ended the war in Iraq, refocused our attention on those who actually killed us on nine/eleven."
29,"And as a consequence, Al Qaeda's core leadership has been decimated."
8,"In addition, we're now able to transition out of Afghanistan in a responsible way, making sure that Afghans take responsibility for their own security."
15,And that allows us also to rebuild alliances and make friends around the world to combat future threats.
29,"Now with respect to Libya, as I indicated in the last debate, when we received that phone call, I immediately made sure that, number one, that we did everything we could to secure those Americans who were still in harm's way; number two, that we would investigate exactly what happened, and number three, most importantly, that we would go after those who killed Americans and we would bring them to justice."
9,And that's exactly what we're going to do.
29,But I think it's important to step back and think about what happened in Libya.
8,"Keep in mind that I and Americans took leadership in organizing an international coalition that made sure that we were able to, without putting troops on the ground at the cost of less than what we spent in two weeks in Iraq, liberate a country that had been under the yoke of dictatorship for forty years."
29,"Got rid of a despot who had killed Americans and as a consequence, despite this tragedy, you had tens of thousands of Libyans after the events in Benghazi marching and saying America is our friend."
0,We stand with them.
30,Now that represents the opportunity we have to take advantage of.
8,"And, you know, Governor Romney, I'm glad that you agree that we have been successful in going after Al Qaida, but I have to tell you that, you know, your strategy previously has been one that has been all over the map and is not designed to keep Americans safe or to build on the opportunities that exist in the Middle East."
14,"Governor Romney, I'm glad that you recognize that Al Qaida is a threat, because a few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia, not Al Qaida; you said Russia, in the one thousand nine hundred eightys, they're now calling to ask for their foreign policy back because, you know, the Cold War's been over for twenty years."
14,"But Governor, when it comes to our foreign policy, you seem to want to import the foreign policies of the one thousand nine hundred eightys, just like the social policies of the one thousand nine hundred fiftys and the economic policies of the one thousand nine hundred twentys."
8,You say that you're not interested in duplicating what happened in Iraq.
8,"But just a few weeks ago, you said you think we should have more troops in Iraq right now."
8,"And the the challenge we have I know you haven't been in a position to actually execute foreign policy but every time you've offered an opinion, you've been wrong."
8,"You said we should have gone into Iraq, despite that fact that there were no weapons of mass destruction."
8,You said that we should still have troops in Iraq to this day.
15,"You indicated that we shouldn't be passing nuclear treaties with Russia despite the fact that seventy one senators, Democrats and Republicans, voted for it."
8,"You said that, first, we should not have a timeline in Afghanistan."
9,Then you said we should.
8,"Now you say maybe or it depends, which means not only were you wrong, but you were also confusing in sending mixed messages both to our troops and our allies."
8,"So, what what we need to do with respect to the Middle East is strong, steady leadership, not wrong and reckless leadership that is all over the map."
14,"And unfortunately, that's the kind of opinions that you've offered throughout this campaign, and it is not a recipe for American strength, or keeping America safe over the long haul."
8,What I would not have had done was left ten thousand troops in Iraq that would tie us down.
8,And that certainly would not help us in the Middle East.
0,Governor|
0,Governor?
8,This was just a few weeks ago that you indicated that we should still have troops in Iraq.
0,You you|
0,major speech.
0,Governor?
14,Governor here here's here's one thing|
9,here's one thing I've learned as commander in chief.
8,"You've got to be clear, both to our allies and our enemies, about where you stand and what you mean."
8,You just gave a speech a few weeks ago in which you said we should still have troops in Iraq.
8,That is not a recipe for making sure that we are taking advantage of the opportunities and meeting the challenges of the Middle East.
8,"Now, it is absolutely true that we cannot just meet these challenges militarily."
9,"And so what I've done throughout my presidency and will continue to do is, number one, make sure that these countries are supporting our counterterrorism efforts."
15,"Number two, make sure that they are standing by our interests in Israel's security, because it is a true friend and our greatest ally in the region."
15,"Number three, we do have to make sure that we're protecting religious minorities and women because these countries can't develop unless all the population, not just half of it, is developing."
2,"Number four, we do have to develop their economic their economic capabilities."
8,"But number five, the other thing that we have to do is recognize that we can't continue to do nation building in these regions."
9,Part of American leadership is making sure that we're doing nation building here at home.
9,That will help us maintain the kind of American leadership that we need.
8,"What we've done is organize the international community, saying Assad has to go."
15,We've mobilized sanctions against that government.
8,We have made sure that they are isolated.
8,"We have provided humanitarian assistance and we are helping the opposition organize, and we're particularly interested in making sure that we're mobilizing the moderate forces inside of Syria."
8,"But ultimately, Syrians are going to have to determine their own future."
8,"And so everything we're doing, we're doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria; coordinating with Turkey and other countries in the region that have a great interest in this."
8,"This what we're seeing taking place in Syria is heartbreaking, and that's why we are going to do everything we can to make sure that we are helping the opposition."
8,"But we also have to recognize that, you know, for us to get more entangled militarily in Syria is a serious step, and we have to do so making absolutely certain that we know who we are helping; that we're not putting arms in the hands of folks who eventually could turn them against us or allies in the region."
8,And I am confident that Assad's days are numbered.
8,"But what we can't do is to simply suggest that, as Governor Romney at times has suggested, that giving heavy weapons, for example, to the Syrian opposition is a simple proposition that would lead us to be safer over the long term."
30,We are playing the leadership role.
8,We organized the Friends of Syria.
8,"We are mobilizing humanitarian support, and support for the opposition."
15,And we are making sure that those we help are those who will be friends of ours in the long term and friends of our allies in the region over the long term.
29,But going back to Libya because this is an example of how we make choices.
29,"When we went in to Libya, and we were able to immediately stop the massacre there, because of the unique circumstances and the coalition that we had helped to organize."
8,We also had to make sure that Moammar Gadhafi didn't stay there.
29,"And to the governor's credit, you supported us going into Libya and the coalition that we organized."
29,"But when it came time to making sure that Gadhafi did not stay in power, that he was captured, Governor, your suggestion was that this was mission creep, that this was mission muddle."
8,Imagine if we had pulled out at that point.
29,"You know, Moammar Gadhafi had more American blood on his hands than any individual other than Osama bin Laden."
2,And so we were going to make sure that we finished the job.
29,That's part of the reason why the Libyans stand with us.
8,"But we did so in a careful, thoughtful way, making certain that we knew who we were dealing with, that those forces of moderation on the ground were ones that we could work with, and we have to take the same kind of steady, thoughtful leadership when it comes to Syria."
9,That's exactly what we're doing.
0,"Well, I'll I'll be very quick."
14,What you just heard Governor Romney said is he doesn't have different ideas.
8,And that's because we're doing exactly what we should be doing to try to promote a moderate Syrian leadership and a an effective transition so that we get Assad out.
8,That's the kind of leadership we've shown.
8,That's the kind of leadership we'll continue to show.
0,Right.
30,"No, I don't, because I think that America has to stand with democracy."
8,"The notion that we would have tanks run over those young people who were in Tahrir Square, that is not the kind of American leadership that John F."
14,Kennedy talked about fifty years ago.
30,"But what I've also said is that now that you have a democratically elected government in Egypt, that they have to make sure that they take responsibility for protecting religious minorities."
15,"And we have put significant pressure on them to make sure they're doing that; to recognize the rights of women, which is critical throughout the region."
13,These countries can't develop if young women are not given the kind of education that they need.
15,They have to abide by their treaty with Israel.
15,"That is a red line for us, because not only is Israel's security at stake, but our security is at stake if that unravels."
8,They have to make sure that they're cooperating with us when it comes to counterterrorism.
13,"And we will help them with respect to developing their own economy, because ultimately what's going to make the Egyptian revolution successful for the people of Egypt, but also for the world, is if those young people who gathered there are seeing opportunities."
13,Their aspirations are similar to young people's here.
13,"They want jobs, they want to be able to make sure their kids are going to a good school."
13,They want to make sure that they have a roof over their heads and that they have the prospects of a better life in the future.
8,"And so one of the things that we've been doing is, is, for example, organizing entrepreneurship conferences with these Egyptians to give them a sense of how they can start rebuilding their economy in a way that's noncorrupt, that's transparent."
8,"But what is also important for us to understand is, is that for America to be successful in this region there's some things that we're going to have to do here at home as well."
12,"You know, one of the challenges over the last decade is we've done experiments in nation building in places like Iraq and Afghanistan and we've neglected, for example, developing our own economy, our own energy sectors, our own education system."
8,And it's very hard for us to project leadership around the world when we're not doing what we need to do|
30,America remains the one indispensable nation.
9,"And the world needs a strong America, and it is stronger now than when I came into office."
8,"Because we ended the war in Iraq, we were able to refocus our attention on not only the terrorist threat, but also beginning a transition process in Afghanistan."
15,It also allowed us to refocus on alliances and relationships that had been neglected for a decade.
15,"And Governor Romney, our alliances have never been stronger, in Asia, in Europe, in Africa, with Israel, where we have unprecedented military and intelligence cooperation, including dealing with the Iranian threat."
8,"But what we also have been able to do is position ourselves so we can start rebuilding America, and that's what my plan does."
2,"Making sure that we're bringing manufacturing back to our shores so that we're creating jobs here, as we've done with the auto industry, not rewarding companies that are shipping jobs overseas."
13,"Making sure that we've got the best education system in the world, including retraining our workers for the jobs of tomorrow."
12,Doing everything we can to control our own energy.
12,We've cut our oil imports to the lowest level in two decades because we've developed oil and natural gas.
12,But we also have to develop clean energy technologies that will allow us to cut our exports in half by two thousand twenty.
8,That's the kind of leadership that we need to show.
4,And we've got to make sure that we reduce our deficit.
14,"Unfortunately, Governor Romney's plan doesn't do it."
4,"We've got to do it in a responsible way by cutting out spending we don't need, but also asking the wealthiest to pay a little bit more."
4,That way we can invest in the research and technology that's always kept us at the cutting edge.
14,"Now, Governor Romney has taken a different approach throughout this campaign."
9,"Both at home and abroad, he has proposed wrong and reckless policies."
14,He's praised George Bush as a good economic steward and Dick Cheney as somebody who's who shows great wisdom and judgment.
8,And taking us back to those kinds of strategies that got us into this mess are not the way that we are going to maintain leadership in the twenty onest century.
26,"Well, let's talk about what we need to compete."
25,"First of all, Governor Romney talks about small businesses."
25,"But, Governor, when you were in Massachusetts, small businesses development ranked about forty eightth, I think out of fifty states in Massachusetts, because the policies that you are promoting actually don't help small businesses."
25,And the way you define small businesses includes folks at the very top.
28,And they include you and me.
25,That's not the kind of small business promotion we need.
13,But let's take an example that we know is going to make a difference in the twenty onest century and that's our education policy.
8,We didn't have a lot of chance to talk about this in the last debate.
7,"You know, under my leadership, what we've done is reformed education, working with governors, forty six states."
13,We've seen progress and gains in schools that were having a terrible time.
16,And they're starting to finally make progress.
13,"And what I now want to do is to hire more teachers, especially in math and science, because we know that we've fallen behind when it comes to math and science."
13,And those teachers can make a difference.
14,"Now, Governor Romney, when you were asked by teachers whether or not this would help the economy grow, you said this isn't going to help the economy grow."
13,"When you were asked about reduced class sizes, you said class sizes don't make a difference."
13,"But I tell you, if you talk to teachers, they will tell you it does make a difference."
13,"And if we've got math teachers who are able to provide the kind of support that they need for our kids, that's what's going to determine whether or not the new businesses are created here."
2,Companies are going to locate here depending on whether we've got the most highly skilled workforce.
4,"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long term competitiveness."
9,"That is not good for America's position in the world, and the world notices."
0,Ten years earlier|
9,But that was ten years before you took office.
9,That happened before you came into office.
14,He should have answered the first question.
4,"Look, Governor Romney's called for dollar five trillion of tax cuts that he says he's going to pay for by closing deductions."
9,"Now, the math doesn't work, but he continues to claim that he's going to do it."
4,He then wants to spend another dollar two trillion on military spending that our military is not asking for.
4,"Now, keep in mind that our military spending has gone up every single year that I've been in office."
4,"We spend more on our military than the next ten countries combined; China, Russia, France, the United Kingdom, you name it."
0,The next ten.
8,"And what I did was work with our joint chiefs of staff to think about, what are we going to need in the future to make sure that we are safe?"
4,And that's the budget that we've put forward.
4,"But, what you can't do is spend dollar two trillion in additional military spending that the military is not asking for, dollar five trillion on tax cuts."
33,"You say that you're going to pay for it by closing loopholes and deductions, without naming what those loopholes and deductions are."
4,And then somehow you're also going to deal with the deficit that we've already got.
9,The math simply doesn't work.
4,"But when it comes to our military, what we have to think about is not, you know just budgets, we've got to think about capabilities."
31,We need to be thinking about cyber security.
8,We need to be talking about space.
4,"That's exactly what our budget does, but it's driven by strategy."
9,It's not driven by politics.
9,"It's not driven by members of Congress, and what they would like to see."
9,"It's driven by, what are we going to need to keep the American people safe?"
4,"That's exactly what our budget does, and it also then allows us to reduce our deficit, which is a significant national security concern."
8,Because we've got to make sure that our economy is strong at home so that we can project military power overseas.
18,"Bob, I just need to comment on this."
4,"First of all, the sequester is not something that I've proposed."
16,It is something that Congress has proposed.
0,It will not happen.
4,The budget that we are talking about is not reducing our military spending.
0,It is maintaining it.
14,But I think Governor Romney maybe hasn't spent enough time looking at how our military works.
8,"You mentioned the Navy, for example, and that we have fewer ships than we did in one thousand nine hundred sixteen."
4,"Well, Governor, we also have fewer horses and bayonets, because the nature of our military's changed."
8,"We have these things called aircraft carriers, where planes land on them."
15,"We have these ships that go underwater, nuclear submarines."
26,"And so the question is not a game of Battleship, where we're counting slips."
8,It's what are our capabilities.
24,"And so when I sit down with the Secretary of the Navy and the Joint Chiefs of Staff, we determine how are we going to be best able to meet all of our defense needs in a way that also keeps faith with our troops, that also makes sure that our veterans have the kind of support that they need when they come home."
4,And that is not reflected in the kind of budget that you're putting forward because it just doesn't work.
27,"And, you know, we visited the website quite a bit and it still doesn't work."
15,"First of all, Israel is a true friend."
15,It is our greatest ally in the region.
15,"And if Israel is attacked, America will stand with Israel."
9,I've made that clear throughout my presidency.
0,And|
15,I will stand with Israel if they are attacked.
15,"And this is the reason why, working with Israel, we have created the strongest military and intelligence cooperation between our two countries in history."
15,"In fact, this week we'll be carrying out the largest military exercise with Israel in history, this very week."
15,"But to the issue of Iran, as long as I'm president of the United States Iran will not get a nuclear weapon."
9,I made that clear when I came into office.
15,"We then organized the strongest coalition and the strongest sanctions against Iran in history, and it is crippling their economy."
2,Their currency has dropped eighty percent.
12,Their oil production has plunged to the lowest level since they were fighting a war with Iraq twenty years ago.
2,So their economy is in a shambles.
15,"And the reason we did this is because a nuclear Iran is a threat to our national security, and it is a threat to Israel's national security."
15,We cannot afford to have a nuclear arms race in the most volatile region of the world.
15,Iran is a state sponsor of terrorism.
15,"And for them to be able to provide nuclear technology to non state actors, that's unacceptable."
15,And they have said that they want to see Israel wiped off the map.
15,So the work that we've done with respect to sanctions now offers Iran a choice.
15,"They can take the diplomatic route and end their nuclear program or they will have to face a united world and a United States president, me, who said we're not going to take any options off the table."
14,"The disagreement I have with Governor Romney is that, during the course of this campaign, he's often talked as if we should take premature military action."
8,"I think that would be a mistake, because when I've sent young men and women into harm's way, I always understand that that is the last resort, not the first resort."
27,"Well, first of all those are reports in the newspaper."
0,They are not true.
15,But our goal is to get Iran to recognize it needs to give up its nuclear program and abide by the U.
0,N.
9,resolutions that have been in place.
17,"Because they have the opportunity to reenter the community of nations, and we would welcome that."
15,There there are people in Iran who have the same aspirations as people all around the world for a better life.
15,"And we hope that their leadership takes the right decision, but the deal we'll accept is they end their nuclear program."
0,It's very straightforward.
14,And I'm glad that Governor Romney agrees with the steps that we're taking.
14,"You know, there have been times, Governor, frankly, during the course of this campaign, where it sounded like you thought that you'd do the same things we did, but you'd say them louder and somehow that that would make a difference."
2,And it turns out that the work involved in setting up these crippling sanctions is painstaking.
0,It's meticulous.
9,We started from the day we got into office.
15,"And the reason is was so important and this is a testament to how we've restored American credibility and strength around the world is we had to make sure that all the countries participated, even countries like Russia and China."
15,Because if it's just us that are imposing sanctions we've had sanctions in place a long time.
15,It's because we got everybody to agree that Iran is seeing so much pressure.
16,And we've got to maintain that pressure.
9,"There is a deal to be had, and that is that they abide by the rules that have already been established."
15,They convince the international community they are not pursuing a nuclear program.
33,There are inspections that are very intrusive.
31,"But over time, what they can do is regain credibility."
8,"In the meantime, though, we're not going to let up the pressure until we have clear evidence that that takes place."
16,And one last thing just just to make this point.
0,The clock is ticking.
15,We're not going to allow Iran to perpetually engage in negotiations that lead nowhere.
7,And I've been very clear to them.
15,"You know, because of the intelligence coordination that we do with a range of countries, including Israel, we have a sense of when they would get breakout capacity, which means that we would not be able to intervene in time to stop their nuclear program."
15,And that clock is ticking.
15,"And we're going to make sure that if they do not meet the demands of the international community, then we are going to take all options necessary to make sure they don't have a nuclear weapon."
0,"Bob, let me just respond."
