"","person","tot","time","role","dialogue"
"804","OBAMA","50.1","time 2","candidate","Well|"
"805","ROMNEY","51.1","time 2","candidate","And the answer is I don't believe people think that's the case|"
"806","OBAMA","52.1","time 2","candidate","."
"807","ROMNEY","53.1","time 2","candidate","That wasn't the question."
"808","OBAMA","54.1","time 2","candidate","OK."
"809","ROMNEY","55.1","time 2","candidate","That was a statement."
"810","ROMNEY","55.2","time 2","candidate","I don't think the American people believe that."
"811","ROMNEY","55.3","time 2","candidate","I will fight for oil, coal and natural gas."
"812","ROMNEY","55.4","time 2","candidate","And the proof, the proof of whether a strategy is working or not is what the price is that you're paying at the pump."
"813","ROMNEY","55.5","time 2","candidate","If you're paying less than you paid a year or two ago, why, then, the strategy is working."
"814","ROMNEY","55.6","time 2","candidate","But you're paying more."
"815","ROMNEY","55.7","time 2","candidate","When the president took office, the price of gasoline here in Nassau County was about dollar one."
"816","ROMNEY","55.8","time 2","candidate","eighty six a gallon."
"817","ROMNEY","55.9","time 2","candidate","Now, it's dollar four."
"818","ROMNEY","55.10","time 2","candidate","a gallon."
"819","ROMNEY","55.11","time 2","candidate","The price of electricity is up."
"820","ROMNEY","55.12","time 2","candidate","If the president's energy policies are working, you're going to see the cost of energy come down."
"821","ROMNEY","55.13","time 2","candidate","I will fight to create more energy in this country, to get America energy secure."
"822","ROMNEY","55.14","time 2","candidate","And part of that is bringing in a pipeline of oil from Canada, taking advantage of the oil and coal we have here, drilling offshore in Alaska, drilling offshore in Virginia where the people want it."
"823","ROMNEY","55.15","time 2","candidate","Those things will get us the energy we need."
"824","CROWLEY","56.1","time 2","moderator","Mister President, could you address, because we did finally get to gas prices here, could you address what the governor said, which is if your energy policy was working, the price of gasoline would not be dollar four a gallon here."
"825","CROWLEY","56.2","time 2","moderator","Is that true?"
"826","OBAMA","57.1","time 2","candidate","Well, think about what the governor think about what the governor just said."
"827","OBAMA","57.2","time 2","candidate","He said when I took office, the price of gasoline was dollar one."
"828","OBAMA","57.3","time 2","candidate","eighty, dollar one."
"829","OBAMA","57.4","time 2","candidate","eighty six."
"830","OBAMA","57.5","time 2","candidate","Why is that?"
"831","OBAMA","57.6","time 2","candidate","Because the economy was on the verge of collapse, because we were about to go through the worst recession since the Great Depression, as a consequence of some of the same policies that Governor Romney's now promoting."
"832","OBAMA","57.7","time 2","candidate","So, it's conceivable that Governor Romney could bring down gas prices because with his policies, we might be back in that same mess."
"833","OBAMA","57.8","time 2","candidate","What I want to do is to create an economy that is strong, and at the same time produce energy."
"834","OBAMA","57.9","time 2","candidate","And with respect to this pipeline that Governor Romney keeps on talking about, we've we've built enough pipeline to wrap around the entire earth once."
"835","OBAMA","57.10","time 2","candidate","So, I'm all for pipelines."
"836","OBAMA","57.11","time 2","candidate","I'm all for oil production."
"837","OBAMA","57.12","time 2","candidate","What I'm not for is us ignoring the other half of the equation."
"838","OBAMA","57.13","time 2","candidate","So, for example, on wind energy, when Governor Romney says these are imaginary jobs."
"839","OBAMA","57.14","time 2","candidate","When you've got thousands of people right now in Iowa, right now in Colorado, who are working, creating wind power with good paying manufacturing jobs, and the Republican senator in that in Iowa is all for it, providing tax breaks to help this work and Governor Romney says I'm opposed."
"840","OBAMA","57.15","time 2","candidate","I'd get rid of it."
"841","OBAMA","57.16","time 2","candidate","That's not an energy strategy for the future."
"842","OBAMA","57.17","time 2","candidate","And we need to win that future."
"843","OBAMA","57.18","time 2","candidate","And I intend to win it as President of the United States."
"844","CROWLEY","58.1","time 2","moderator","I got to I got to move you on."
"845","ROMNEY","59.1","time 2","candidate","He gets the first."
"846","CROWLEY","60.1","time 2","moderator","and the next question."
"847","ROMNEY","61.1","time 2","candidate","He actually got|"
"848","CROWLEY","62.1","time 2","moderator","for you|"
"849","ROMNEY","63.1","time 2","candidate","He actually got the first question."
"850","ROMNEY","63.2","time 2","candidate","So I get the last question last answer|"
"851","CROWLEY","64.1","time 2","moderator","in the follow up, it doesn't quite work like that."
"852","CROWLEY","64.2","time 2","moderator","But I'm going to give you a chance here."
"853","CROWLEY","64.3","time 2","moderator","I promise you, I'm going to."
"854","CROWLEY","64.4","time 2","moderator","And the next question is for you."
"855","CROWLEY","64.5","time 2","moderator","So if you want to, you know, continue on but I don't want to leave all|"
"856","ROMNEY","65.1","time 2","candidate","Candy, Candy|"
"857","CROWLEY","66.1","time 2","moderator","sitting here|"
"858","ROMNEY","67.1","time 2","candidate","Candy, I don't have a policy of stopping wind jobs in Iowa and that they're not phantom jobs."
"859","ROMNEY","67.2","time 2","candidate","They're real jobs."
"860","CROWLEY","68.1","time 2","moderator","OK."
"861","ROMNEY","69.1","time 2","candidate","I appreciate wind jobs in Iowa and across our country."
"862","ROMNEY","69.2","time 2","candidate","I appreciate the jobs in coal and oil and gas."
"863","ROMNEY","69.3","time 2","candidate","I'm going to make sure|"
"864","CROWLEY","70.1","time 2","moderator","OK."
"865","ROMNEY","71.1","time 2","candidate","we're taking advantage of our energy resources."
"866","ROMNEY","71.2","time 2","candidate","We'll bring back manufacturing to America."
"867","ROMNEY","71.3","time 2","candidate","We're going to get through a very aggressive energy policy, thirty one/two million more jobs in this country."
"868","ROMNEY","71.4","time 2","candidate","It's critical to our future."
"869","OBAMA","72.1","time 2","candidate","Candy, it's not going to|"
"870","CROWLEY","73.1","time 2","moderator","We're going to move you along|"
"871","OBAMA","74.1","time 2","candidate","Used to being interrupted."
"872","CROWLEY","75.1","time 2","moderator","We're going to move you both along to taxes over here and all these folks that have been waiting."
"873","CROWLEY","75.2","time 2","moderator","Governor, this question is for you."
"874","CROWLEY","75.3","time 2","moderator","It comes from Mary Follano Follano, sorry."
"875","ROMNEY","76.1","time 2","candidate","Hi, Mary."
"876","QUESTION","77.1","time 2","other","Governor Romney, you have stated that if you're elected president, you would plan to reduce the tax rates for all the tax brackets and that you would work with the Congress to eliminate some deductions in order to make up for the loss in revenue."
"877","QUESTION","77.2","time 2","other","Concerning the these various deductions, the mortgage deductions, the charitable deductions, the child tax credit and also the oh, what's that other credit?"
"878","QUESTION","77.3","time 2","other","I forgot."
"879","OBAMA","78.1","time 2","candidate","You're doing great."
"880","QUESTION","79.1","time 2","other","Oh, I remember."
"881","QUESTION","79.2","time 2","other","The education credits, which are important to me, because I have children in college."
"882","QUESTION","79.3","time 2","other","What would be your position on those things, which are important to the middle class?"
"883","ROMNEY","80.1","time 2","candidate","Thank you very much."
"884","ROMNEY","80.2","time 2","candidate","And let me tell you, you're absolutely right about part of that, which is I want to bring the rates down, I want to simplify the tax code, and I want to get middle income taxpayers to have lower taxes."
"885","ROMNEY","80.3","time 2","candidate","And the reason I want middle income taxpayers to have lower taxes is because middle income taxpayers have been buried over the past four years."
"886","ROMNEY","80.4","time 2","candidate","You've seen, as middle income people in this country, incomes go down dollar four thousand three hundred a family, even as gasoline prices have gone up dollar two thousand."
"887","ROMNEY","80.5","time 2","candidate","Health insurance premiums, up dollar two thousand five hundred."
"888","ROMNEY","80.6","time 2","candidate","Food prices up."
"889","ROMNEY","80.7","time 2","candidate","Utility prices up."
"890","ROMNEY","80.8","time 2","candidate","The middle income families in America have been crushed over the last four years."
"891","ROMNEY","80.9","time 2","candidate","So I want to get some relief to middle income families."
"892","ROMNEY","80.10","time 2","candidate","That's part that's part one."
"893","ROMNEY","80.11","time 2","candidate","Now, how about deductions?"
"894","ROMNEY","80.12","time 2","candidate","'Cause I'm going to bring rates down across the board for everybody, but I'm going to limit deductions and exemptions and credits, particularly for people at the high end, because I am not going to have people at the high end pay less than they're paying now."
"895","ROMNEY","80.13","time 2","candidate","The top five percent of taxpayers will continue to pay sixty percent of the income tax the nation collects."
"896","ROMNEY","80.14","time 2","candidate","So that'll stay the same."
"897","ROMNEY","80.15","time 2","candidate","Middle income people are going to get a tax break."
"898","ROMNEY","80.16","time 2","candidate","And so, in terms of bringing down deductions, one way of doing that would be say everybody gets I'll pick a number dollar twenty five thousand of deductions and credits, and you can decide which ones to use."
"899","ROMNEY","80.17","time 2","candidate","Your home mortgage interest deduction, charity, child tax credit, and so forth, you can use those as part of filling that bucket, if you will, of deductions."
"900","ROMNEY","80.18","time 2","candidate","But your rate comes down and the burden also comes down on you for one more reason, and that is every middle income taxpayer no longer will pay any tax on interest, dividends or capital gains."
"901","ROMNEY","80.19","time 2","candidate","No tax on your savings."
"902","ROMNEY","80.20","time 2","candidate","That makes life a lot easier."
"903","ROMNEY","80.21","time 2","candidate","If you're getting interest from a bank, if you're getting a statement from a mutual fund or any other kind of investment you have, you don't have to worry about filing taxes on that, because there'll be no taxes for anybody making dollar two hundred thousand."
"904","ROMNEY","80.22","time 2","candidate","per year and less, on your interest, dividends and capital gains."
"905","ROMNEY","80.23","time 2","candidate","Why am I lowering taxes on the middle class?"
"906","ROMNEY","80.24","time 2","candidate","Because under the last four years, they've been buried."
"907","ROMNEY","80.25","time 2","candidate","And I want to help people in the middle class."
"908","ROMNEY","80.26","time 2","candidate","And I will not I will not under any circumstances, reduce the share that's being paid by the highest income taxpayers."
"909","ROMNEY","80.27","time 2","candidate","And I will not, under any circumstances increase taxes on the middle class."
"910","ROMNEY","80.28","time 2","candidate","The president's spending, the president's borrowing will cost this nation to have to raise taxes on the American people."
"911","ROMNEY","80.29","time 2","candidate","Not just at the high end."
"912","ROMNEY","80.30","time 2","candidate","A recent study has shown the people in the middle class will see dollar four thousand."
"913","ROMNEY","80.31","time 2","candidate","per year in higher taxes as a result of the spending and borrowing of this administration."
"914","ROMNEY","80.32","time 2","candidate","I will not let that happen."
"915","ROMNEY","80.33","time 2","candidate","I want to get us on track to a balanced budget, and I'm going to reduce the tax burden on middle income families."
"916","ROMNEY","80.34","time 2","candidate","And what's that going to do?"
"917","ROMNEY","80.35","time 2","candidate","It's going to help those families, and it's going to create incentives to start growing jobs again in this country."
"918","CROWLEY","81.1","time 2","moderator","Thanks, Governor."
"919","OBAMA","82.1","time 2","candidate","My philosophy on taxes has been simple."
"920","OBAMA","82.2","time 2","candidate","And that is, I want to give middle class families and folks who are striving to get into the middle class some relief."
"921","OBAMA","82.3","time 2","candidate","Because they have been hit hard over the last decade."
"922","OBAMA","82.4","time 2","candidate","Over the last fifteen, over the last twenty years."
"923","OBAMA","82.5","time 2","candidate","So four years ago I stood on a stage just like this one."
"924","OBAMA","82.6","time 2","candidate","Actually it was a town hall, and I said I would cut taxes for middle class families, and that's what I've done, by dollar three thousand six hundred|"
"925","OBAMA","82.7","time 2","candidate","I said I would cut taxes for small businesses, who are the drivers and engines of growth."
"926","OBAMA","82.8","time 2","candidate","And we've cut them eighteen times."
"927","OBAMA","82.9","time 2","candidate","And I want to continue those tax cuts for middle class families, and for small business."
"928","OBAMA","82.10","time 2","candidate","But what I've also said is, if we're serious about reducing the deficit, if this is genuinely a moral obligation to the next generation, then in addition to some tough spending cuts, we've also got to make sure that the wealthy do a little bit more."
"929","OBAMA","82.11","time 2","candidate","So what I've said is, your first dollar two hundred fifty thousand."
"930","OBAMA","82.12","time 2","candidate","worth of income, no change."
"931","OBAMA","82.13","time 2","candidate","And that means ninety eight percent of American families, ninety seven percent of small businesses, they will not see a tax increase."
"932","OBAMA","82.14","time 2","candidate","I'm ready to sign that bill right now."
"933","OBAMA","82.15","time 2","candidate","The only reason it's not happening is because Governor Romney's allies in Congress have held the ninety eight percent hostage because they want tax breaks for the top two percent."
"934","OBAMA","82.16","time 2","candidate","But what I've also says is for above dollar two hundred fifty thousand, we can go back to the tax rates we had when Bill Clinton was president."
"935","OBAMA","82.17","time 2","candidate","We created twenty three million new jobs."
"936","OBAMA","82.18","time 2","candidate","That's part of what took us from deficits to surplus."
"937","OBAMA","82.19","time 2","candidate","It will be good for our economy and it will be good for job creation."
"938","OBAMA","82.20","time 2","candidate","Now, Governor Romney has a different philosophy."
"939","OBAMA","82.21","time 2","candidate","He was on sixty Minutes just two weeks ago and he was asked: Is it fair for somebody like you, making dollar twenty million a year, to pay a lower tax rate than a nurse or a bus driver, somebody making dollar fifty thousand year?"
"940","OBAMA","82.22","time 2","candidate","And he said, Yes, I think that's fair."
"941","OBAMA","82.23","time 2","candidate","Not only that, he said, I think that's what grows the economy."
"942","OBAMA","82.24","time 2","candidate","Well, I fundamentally disagree with that."
"943","OBAMA","82.25","time 2","candidate","I think what grows the economy is when you get that tax credit that we put in place for your kids going to college."
"944","OBAMA","82.26","time 2","candidate","I think that grows the economy."
"945","OBAMA","82.27","time 2","candidate","I think what grows the economy is when we make sure small businesses are getting a tax credit for hiring veterans who fought for our country."
"946","OBAMA","82.28","time 2","candidate","That grows our economy."
"947","OBAMA","82.29","time 2","candidate","So we just have a different theory."
"948","OBAMA","82.30","time 2","candidate","And when Governor Romney stands here, after a year of campaigning, when during a Republican primary he stood on stage and said I'm going to give tax cuts he didn't say tax rate cuts, he said tax cuts to everybody, including the top one percent, you should believe him because that's been his history."
"949","OBAMA","82.31","time 2","candidate","And that's exactly the kind of top down economics that is not going to work if we want a strong middle class and an economy that's striving for everybody."
"950","CROWLEY","83.1","time 2","moderator","Governor Romney, I'm sure you've got a reply there."
"951","ROMNEY","84.1","time 2","candidate","You're absolutely right."
"952","ROMNEY","84.2","time 2","candidate","You heard what I said about my tax plan."
"953","ROMNEY","84.3","time 2","candidate","The top five percent will continue to pay sixty percent, as they do today."
"954","ROMNEY","84.4","time 2","candidate","I'm not looking to cut taxes for wealthy people."
"955","ROMNEY","84.5","time 2","candidate","I am looking to cut taxes for middle income people."
"956","ROMNEY","84.6","time 2","candidate","And why do I want to bring rates down, and at the same time lower exemptions and deductions, particularly for people at the high end?"
"957","ROMNEY","84.7","time 2","candidate","Because if you bring rates down, it makes it easier for small business to keep more of their capital and hire people."
"958","ROMNEY","84.8","time 2","candidate","And for me, this is about jobs."
"959","ROMNEY","84.9","time 2","candidate","I want to get America's economy going again."
"960","ROMNEY","84.10","time 2","candidate","Fifty four percent of America's workers work in businesses that are taxed as individuals."
"961","ROMNEY","84.11","time 2","candidate","So when you bring those rates down, those small businesses are able to keep more money and hire more people."
"962","ROMNEY","84.12","time 2","candidate","For me, I look at what's happened in the last four years and say this has been a disappointment."
"963","ROMNEY","84.13","time 2","candidate","We can do better than this."
"964","ROMNEY","84.14","time 2","candidate","We don't have to settle for, how many months, forty three months with unemployment above eight percent, twenty three million Americans struggling to find a good job right now."
"965","ROMNEY","84.15","time 2","candidate","There are three."
"966","ROMNEY","84.16","time 2","candidate","five million more women living in poverty today than when the president took office."
"967","ROMNEY","84.17","time 2","candidate","We don't have to live like this."
"968","ROMNEY","84.18","time 2","candidate","We can get this economy going again."
"969","ROMNEY","84.19","time 2","candidate","My five point plan does it."
"970","ROMNEY","84.20","time 2","candidate","Energy independence for North America in five years."
"971","ROMNEY","84.21","time 2","candidate","Opening up more trade, particularly in Latin America."
"972","ROMNEY","84.22","time 2","candidate","Cracking down on China when they cheat."
"973","ROMNEY","84.23","time 2","candidate","Getting us to a balanced budget."
"974","ROMNEY","84.24","time 2","candidate","Fixing our training programs for our workers."
"975","ROMNEY","84.25","time 2","candidate","And finally, championing small business."
"976","ROMNEY","84.26","time 2","candidate","I want to make small businesses grow and thrive."
"977","ROMNEY","84.27","time 2","candidate","I know how to make that happen."
"978","ROMNEY","84.28","time 2","candidate","I spent my life in the private sector."
"979","ROMNEY","84.29","time 2","candidate","I know why jobs come and why they go."
"980","ROMNEY","84.30","time 2","candidate","And they're going now because of the policies of this administration."
"981","CROWLEY","85.1","time 2","moderator","Governor, let me ask the president something about what you just said."
"982","CROWLEY","85.2","time 2","moderator","The governor says that he is not going to allow the top five percent, believe is what he said, to have a tax cut, that it will all even out, that what he wants to do is give that tax cut to the middle class."
"983","CROWLEY","85.3","time 2","moderator","Settled?"
"984","OBAMA","86.1","time 2","candidate","No, it's not settled."
"985","OBAMA","86.2","time 2","candidate","Look, the cost of lowering rates for everybody across the board, twenty percent."
"986","OBAMA","86.3","time 2","candidate","Along with what he also wants to do in terms of eliminating the estate tax, along what he wants to do in terms of corporates, changes in the tax code, it costs about dollar five trillion."
"987","OBAMA","86.4","time 2","candidate","Governor Romney then also wants to spend dollar two trillion on additional military programs even though the military's not asking for them."
"988","OBAMA","86.5","time 2","candidate","That's dollar seven trillion."
"989","OBAMA","86.6","time 2","candidate","He also wants to continue the Bush tax cuts for the wealthiest Americans."
"990","OBAMA","86.7","time 2","candidate","That's another trillion dollars that's dollar eight trillion."
"991","OBAMA","86.8","time 2","candidate","Now, what he says is he's going to make sure that this doesn't add to the deficit and he's going to cut middleclass taxes."
"992","OBAMA","86.9","time 2","candidate","But when he's asked, how are you going to do it, which deductions, which loopholes are you going to close?"
"993","OBAMA","86.10","time 2","candidate","He can't tell you."
"994","OBAMA","86.11","time 2","candidate","The the fact that he only has to pay fourteen percent on his taxes when a lot of you are paying much higher."
"995","OBAMA","86.12","time 2","candidate","He's already taken that off the board, capital gains are going to continue to be at a low rate so we we're not going to get money that way."
"996","OBAMA","86.13","time 2","candidate","We haven't heard from the governor any specifics beyond Big Bird and eliminating funding for Planned Parenthood in terms of how he pays for that."
"997","OBAMA","86.14","time 2","candidate","Now, Governor Romney was a very successful investor."
"998","OBAMA","86.15","time 2","candidate","If somebody came to you, Governor, with a plan that said, here, I want to spend dollar seven or dollar eight trillion, and then we're going to pay for it, but we can't tell you until maybe after the election how we're going to do it, you wouldn't take such a sketchy deal and neither should you, the American people, because the math doesn't add up."
"999","OBAMA","86.16","time 2","candidate","And and what's at stake here is one of two things, either Candy this blows up the deficit because keep in mind, this is just to pay for the additional spending that he's talking about, dollar seven trillion dollar eight trillion before we even get to the deficit we already have."
"1000","OBAMA","86.17","time 2","candidate","Or, alternatively, it's got to be paid for, not only by closing deductions for wealthy individuals, that that will pay for about four percent reduction in tax rates."
"1001","OBAMA","86.18","time 2","candidate","You're going to be paying for it."
"1002","OBAMA","86.19","time 2","candidate","You're going to lose some deductions, and you can't buy the sales pitch."
"1003","OBAMA","86.20","time 2","candidate","Nobody who's looked at it that's serious, actually believes it adds up."
"1004","CROWLEY","87.1","time 2","moderator","Mister President, let me get let me get the governor in on this."
"1005","CROWLEY","87.2","time 2","moderator","And Governor, let's before we get into a|"
"1006","ROMNEY","88.1","time 2","candidate","I I|"
"1007","CROWLEY","89.1","time 2","moderator","vast array of who says what study says what, if it shouldn't add up."
"1008","CROWLEY","89.2","time 2","moderator","If somehow when you get in there, there isn't enough tax revenue coming in."
"1009","CROWLEY","89.3","time 2","moderator","If somehow the numbers don't add up, would you be willing to look again at a twenty percent|"
"1010","ROMNEY","90.1","time 2","candidate","Well of course they add up."
"1011","ROMNEY","90.2","time 2","candidate","I I was I was someone who ran businesses for twenty five years, and balanced the budget."
"1012","ROMNEY","90.3","time 2","candidate","I ran the Olympics and balanced the budget."
"1013","ROMNEY","90.4","time 2","candidate","I ran the the state of Massachusetts as a governor, to the extent any governor does, and balanced the budget all four years."
"1014","ROMNEY","90.5","time 2","candidate","When we're talking about math that doesn't add up, how about dollar four trillion of deficits over the last four years, dollar five trillion?"
"1015","ROMNEY","90.6","time 2","candidate","That's math that doesn't add up."
"1016","ROMNEY","90.7","time 2","candidate","We have we have a president talking about someone's plan in a way that's completely foreign to what my real plan is."
"1017","ROMNEY","90.8","time 2","candidate","And then we have his own record, which is we have four consecutive years where he said when he was running for office, he would cut the deficit in half."
"1018","ROMNEY","90.9","time 2","candidate","Instead he's doubled it."
"1019","ROMNEY","90.10","time 2","candidate","We've gone from dollar ten trillion of national debt, to dollar sixteen trillion of national debt."
"1020","ROMNEY","90.11","time 2","candidate","If the president were reelected, we'd go to almost dollar twenty trillion of national debt."
"1021","ROMNEY","90.12","time 2","candidate","This puts us on a road to Greece."
"1022","ROMNEY","90.13","time 2","candidate","I know what it takes to balance budgets."
"1023","ROMNEY","90.14","time 2","candidate","I've done it my entire life."
"1024","ROMNEY","90.15","time 2","candidate","So for instance when he says, Yours is a dollar five trillion cut."
"1025","ROMNEY","90.16","time 2","candidate","Well, no it's not."
"1026","ROMNEY","90.17","time 2","candidate","Because I'm offsetting some of the reductions with holding down some of the deductions."
"1027","ROMNEY","90.18","time 2","candidate","And|"
"1028","CROWLEY","91.1","time 2","moderator","Governor, I've gotta gotta actually, I need to have you both."
"1029","CROWLEY","91.2","time 2","moderator","I understand the stakes here."
"1030","CROWLEY","91.3","time 2","moderator","I understand both of you."
"1031","CROWLEY","91.4","time 2","moderator","But I I will get run out of town if I don't|"
"1032","ROMNEY","92.1","time 2","candidate","And I just described I just described to you, Mister President I just described to you precisely how I'd do it which is with a single number that people can put and they can put they're they're deductions and credits|"
"1033","CROWLEY","93.1","time 2","moderator","Mister President, we're keeping track, I promise you."
"1034","CROWLEY","93.2","time 2","moderator","And Mister President, the next question is for you, so stay standing."
"1035","OBAMA","94.1","time 2","candidate","Great."
"1036","OBAMA","94.2","time 2","candidate","Looking forward to it."
"1037","OBAMA","94.3","time 2","candidate","And it's Katherine Fenton, who has a question for you."
"1038","QUESTION","95.1","time 2","other","In what new ways to you intend to rectify the inequalities in the workplace, specifically regarding females making only seventy two percent of what their male counterparts earn?"
"1039","OBAMA","96.1","time 2","candidate","Well, Katherine, that's a great question."
"1040","OBAMA","96.2","time 2","candidate","And, you know, I was raised by a single mom who had to put herself through school while looking after two kids."
"1041","OBAMA","96.3","time 2","candidate","And she worked hard every day and made a lot of sacrifices to make sure we got everything we needed."
"1042","OBAMA","96.4","time 2","candidate","My grandmother, she started off as a secretary in a bank."
"1043","OBAMA","96.5","time 2","candidate","She never got a college education, even though she was smart as a whip."
"1044","OBAMA","96.6","time 2","candidate","And she worked her way up to become a vice president of a local bank, but she hit the glass ceiling."
"1045","OBAMA","96.7","time 2","candidate","She trained people who would end up becoming her bosses during the course of her career."
"1046","OBAMA","96.8","time 2","candidate","She didn't complain."
"1047","OBAMA","96.9","time 2","candidate","That's not what you did in that generation."
"1048","OBAMA","96.10","time 2","candidate","And this is one of the reasons why one of the first the first bill I signed was something called the Lily Ledbetter bill."
"1049","OBAMA","96.11","time 2","candidate","And it's named after this amazing woman who had been doing the same job as a man for years, found out that she was getting paid less, and the Supreme Court said that she couldn't bring suit because she should have found about it earlier, whereas she had no way of finding out about it."
"1050","OBAMA","96.12","time 2","candidate","So we fixed that."
"1051","OBAMA","96.13","time 2","candidate","And that's an example of the kind of advocacy that we need, because women are increasingly the breadwinners in the family."
"1052","OBAMA","96.14","time 2","candidate","This is not just a women's issue, this is a family issue, this is a middle class issue, and that's why we've got to fight for it."
"1053","OBAMA","96.15","time 2","candidate","It also means that we've got to make sure that young people like yourself are able to afford a college education."
"1054","OBAMA","96.16","time 2","candidate","Earlier, Governor Romney talked about he wants to make Pell Grants and other education accessible for young people."
"1055","OBAMA","96.17","time 2","candidate","Well, the truth of the matter is, is that that's exactly what we've done."
"1056","OBAMA","96.18","time 2","candidate","We've expanded Pell Grants for millions of people, including millions of young women, all across the country."
"1057","OBAMA","96.19","time 2","candidate","We did it by taking dollar sixty billion that was going to banks and lenders as middlemen for the student loan program, and we said, let's just cut out the middleman."
"1058","OBAMA","96.20","time 2","candidate","Let's give the money directly to students."
"1059","OBAMA","96.21","time 2","candidate","And as a consequence, we've seen millions of young people be able to afford college, and that's going to make sure that young women are going to be able to compete in that marketplace."
"1060","OBAMA","96.22","time 2","candidate","But we've got to enforce the laws, which is what we are doing, and we've also got to make sure that in every walk of life we do not tolerate discrimination."
"1061","OBAMA","96.23","time 2","candidate","That's been one of the hallmarks of my administration."
"1062","OBAMA","96.24","time 2","candidate","I'm going to continue to push on this issue for the next four years."
"1063","CROWLEY","97.1","time 2","moderator","Governor Romney, pay equity for women?"
"1064","ROMNEY","98.1","time 2","candidate","Thank you."
"1065","ROMNEY","98.2","time 2","candidate","And important topic, and one which I learned a great deal about, particularly as I was serving as governor of my state, because I had the chance to pull together a cabinet and all the applicants seemed to be men."
"1066","ROMNEY","98.3","time 2","candidate","And I and I went to my staff, and I said, How come all the people for these jobs are are all men."
"1067","ROMNEY","98.4","time 2","candidate","They said, Well, these are the people that have the qualifications."
"1068","ROMNEY","98.5","time 2","candidate","And I said, Well, gosh, can't we can't we find some some women that are also qualified?"
"1069","ROMNEY","98.6","time 2","candidate","And and so we we took a concerted effort to go out and find women who had backgrounds that could be qualified to become members of our cabinet."
"1070","ROMNEY","98.7","time 2","candidate","I went to a number of women's groups and said, Can you help us find folks, and they brought us whole binders full of women."
"1071","ROMNEY","98.8","time 2","candidate","I was proud of the fact that after I staffed my Cabinet and my senior staff, that the University of New York in Albany did a survey of all fifty states, and concluded that mine had more women in senior leadership positions than any other state in America."
"1072","ROMNEY","98.9","time 2","candidate","Now one of the reasons I was able to get so many good women to be part of that team was because of our recruiting effort."
"1073","ROMNEY","98.10","time 2","candidate","But number two, because I recognized that if you're going to have women in the workforce that sometimes you need to be more flexible."
"1074","ROMNEY","98.11","time 2","candidate","My chief of staff, for instance, had two kids that were still in school."
"1075","ROMNEY","98.12","time 2","candidate","She said, I can't be here until seven or eight o'clock at night."
"1076","ROMNEY","98.13","time 2","candidate","I need to be able to get home at five o'clock so I can be there for making dinner for my kids and being with them when they get home from school."
"1077","ROMNEY","98.14","time 2","candidate","So we said fine."
"1078","ROMNEY","98.15","time 2","candidate","Let's have a flexible schedule so you can have hours that work for you."
"1079","ROMNEY","98.16","time 2","candidate","We're going to have to have employers in the new economy, in the economy I'm going to bring to play, that are going to be so anxious to get good workers they're going to be anxious to hire women."
"1080","ROMNEY","98.17","time 2","candidate","In the in the last women have lost five hundred eighty thousand jobs."
"1081","ROMNEY","98.18","time 2","candidate","That's the net of what's happened in the last four years."
"1082","ROMNEY","98.19","time 2","candidate","We're still down five hundred eighty thousand jobs."
"1083","ROMNEY","98.20","time 2","candidate","I mentioned thirty one/two million women, more now in poverty than four years ago."
"1084","ROMNEY","98.21","time 2","candidate","What we can do to help young women and women of all ages is to have a strong economy, so strong that employers that are looking to find good employees and bringing them into their workforce and adapting to a flexible work schedule that gives women opportunities that they would otherwise not be able to afford."
"1085","ROMNEY","98.22","time 2","candidate","This is what I have done."
"1086","ROMNEY","98.23","time 2","candidate","It's what I look forward to doing and I know what it takes to make an economy work, and I know what a working economy looks like."
"1087","ROMNEY","98.24","time 2","candidate","And an economy with seven."
"1088","ROMNEY","98.25","time 2","candidate","eight percent unemployment is not a real strong economy."
"1089","ROMNEY","98.26","time 2","candidate","An economy that has twenty three million people looking for work is not a strong economy."
"1090","ROMNEY","98.27","time 2","candidate","An economy with fifty percent of kids graduating from college that can't finds a job, or a college level job, that's not what we have to have."
"1091","CROWLEY","99.1","time 2","moderator","Governor?"
"1092","ROMNEY","100.1","time 2","candidate","I'm going to help women in America get good work by getting a stronger economy and by supporting women in the workforce."
"1093","CROWLEY","101.1","time 2","moderator","Mister President why don't you get in on this quickly, please?"
"1094","OBAMA","102.1","time 2","candidate","Katherine, I just want to point out that when Governor Romney's campaign was asked about the Lilly Ledbetter bill, whether he supported it?"
"1095","OBAMA","102.2","time 2","candidate","He said, I'll get back to you."
"1096","OBAMA","102.3","time 2","candidate","And that's not the kind of advocacy that women need in any economy."
"1097","OBAMA","102.4","time 2","candidate","Now, there are some other issues that have a bearing on how women succeed in the workplace."
"1098","OBAMA","102.5","time 2","candidate","For example, their healthcare."
"1099","OBAMA","102.6","time 2","candidate","You know a major difference in this campaign is that Governor Romney feels comfortable having politicians in Washington decide the health care choices that women are making."
"1100","OBAMA","102.7","time 2","candidate","I think that's a mistake."
"1101","OBAMA","102.8","time 2","candidate","In my health care bill, I said insurance companies need to provide contraceptive coverage to everybody who is insured."
"1102","OBAMA","102.9","time 2","candidate","Because this is not just a a health issue, it's an economic issue for women."
"1103","OBAMA","102.10","time 2","candidate","It makes a difference."
"1104","OBAMA","102.11","time 2","candidate","This is money out of that family's pocket."
