topic_str,post
20,I'm going to help women in America get good work by getting a stronger economy and by supporting women in the workforce.
0,Thank you.
28,And I appreciate that question.
18,"I just want to make sure that, I think I was supposed to get that last answer, but I want to point out that that I don't believe|"
0,I don't believe|
0,The time the time|
10,I'd just note that I don't believe that bureaucrats in Washington should tell someone whether they can use contraceptives or not.
20,And I don't believe employers should tell someone whether they could have contraceptive care of not.
10,Every woman in America should have access to contraceptives.
9,And and the and the president's statement of my policy is completely and totally wrong.
27,Let me come back and and answer your question.
9,President Bush and I are are different people and these are different times and that's why my five point plan is so different than what he would have done.
12,"I mean for instance, we can now, by virtue of new technology actually get all the energy we need in North America without having to go to the the Arabs or the Venezuelans or anyone else."
12,"That wasn't true in his time, that's why my policy starts with a very robust policy to get all that energy in North America become energy secure."
2,"Number two, trade I'll crack down on China, President Bush didn't."
25,I'm also going to dramatically expand trade in Latin America.
27,It's been growing about twelve percent per year over a long period of time.
2,I want to add more free trade agreements so we'll have more trade.
4,"Number three, I'm going to get us to a balanced budget."
9,President Bush didn't.
4,"President Obama was right, he said that that was outrageous to have deficits as high as half a trillion dollars under the Bush years."
4,"He was right, but then he put in place deficits twice that size for every one of his four years."
4,"And his forecast for the next four years is more deficits, almost that large."
9,So that's the next area I'm different than President Bush.
25,"And then let's take the last one, championing small business."
30,Our party has been focused too long.
25,I came through small business.
25,I understand how hard it is to start a small business.
25,That's why everything I'll do is designed to help small businesses grow and add jobs.
25,I want to keep their taxes down on small business.
25,"I want regulators to see their job as encouraging small enterprise, not crushing it."
1,"And the thing I find the most troubling about Obama Care, well it's a long list, but one of the things I find most troubling is that when you go out and talk to small businesses and ask them what they think about it, they tell you it keeps them from hiring more people."
2,My priority is jobs.
0,I know how to make that happen.
9,And President Bush has a very different path for a very different time.
25,My path is designed in getting small businesses to grow and hire people.
0,I think you know better.
14,I think you know that these last four years haven't been so good as the president just described and that you don't feel like your confident that the next four years are going to be much better either.
14,"I can tell you that if you were to elect President Obama, you know what you're going to get."
9,You're going to get a repeat of the last four years.
4,We just can't afford four more years like the last four years.
2,He said that by now we'd have unemployment at five.
0,four percent.
27,The difference between where it is and five.
2,four percent is nine million Americans without work.
0,I wasn't the one that said five.
0,four percent.
9,This was the president's plan.
0,Didn't get there.
34,"He said he would have by now put forward a plan to reform Medicare and Social Security, because he pointed out they're on the road to bankruptcy."
9,He would reform them.
0,He'd get that done.
9,He hasn't even made a proposal on either one.
17,He said in his first year he'd put out an immigration plan that would deal with our immigration challenges.
0,Didn't even file it.
9,This is a president who has not been able to do what he said he'd do.
4,He said that he'd cut in half the deficit.
9,He hasn't done that either.
0,"In fact, he doubled it."
1,He said that by now middle income families would have a reduction in their health insurance premiums by dollar two thousand five hundred a year.
20,It's gone up by dollar two thousand five hundred a year.
1,"And if Obamacare is passed, or implemented it's already been passed if it's implemented fully, it'll be another dollar two thousand five hundred on top."
2,The middle class is getting crushed under the policies of a president who has not understood what it takes to get the economy working again.
2,"He keeps saying, Look, I've created five million jobs."
2,That's after losing five million jobs.
2,The entire record is such that the unemployment has not been reduced in this country.
2,"The unemployment, the number of people who are still looking for work, is still twenty three million Americans."
20,"There are more people in poverty, one out of six people in poverty."
20,How about food stamps?
2,"When he took office, thirty two million people were on food stamps."
2,"Today, forty seven million people are on food stamps."
2,How about the growth of the economy?
27,"It's growing more slowly this year than last year, and more slowly last year than the year before."
9,The president wants to do well.
0,I understand.
9,"But the policies he's put in place from Obamacare to Dodd Frank to his tax policies to his regulatory policies, these policies combined have not let this economy take off and grow like it could have."
18,"You might say, Well, you got an example of one that worked better?"
2,"Yeah, in the Reagan recession where unemployment hit ten."
2,"eight percent, between that period the end of that recession and the equivalent of time to today, Ronald Reagan's recovery created twice as many jobs as this president's recovery."
2,Five million jobs doesn't even keep up with our population growth.
2,And the only reason the unemployment rate seems a little lower today is because of all the people that have dropped out of the workforce.
9,"The president has tried, but his policies haven't worked."
14,He's great as a as a as a speaker and describing his plans and his vision.
18,"That's wonderful, except we have a record to look at."
4,"And that record shows he just hasn't been able to cut the deficit, to put in place reforms for Medicare and Social Security to preserve them, to get us the rising incomes we need."
20,Median income is down dollar four thousand three hundred a family and twenty three million Americans out of work.
30,That's what this election is about.
13,It's about who can get the middle class in this country a bright and prosperous future and assure our kids the kind of hope and optimism they deserve.
0,Is it Loraina?
0,Lorraine?
0,Lorraine.
0,"Good, thanks."
0,Thank you.
0,Lorraine?
0,Did I get that right?
0,Good.
18,Thank you for your question.
17,And let me step back and tell you what I would like to do with our immigration policy broadly and include an answer to your question.
17,"But first of all, this is a nation of immigrants."
17,We welcome people coming to this country as immigrants.
17,My dad was born in Mexico of American parents; Ann's dad was born in Wales and is a first generation American.
17,We welcome legal immigrants into this country.
9,I want our legal system to work better.
0,I want it to be streamlined.
0,I want it to be clearer.
17,I don't think you have to shouldn't have to hire a lawyer to figure out how to get into this country legally.
13,"I also think that we should give visas to people green cards, rather, to people who graduate with skills that we need."
17,"People around the world with accredited degrees in science and math get a green card stapled to their diploma, come to the U."
0,S.
0,of A.
9,We should make sure our legal system works.
17,"Number two, we're going to have to stop illegal immigration."
17,There are four million people who are waiting in line to get here legally.
17,Those who've come here illegally take their place.
17,So I will not grant amnesty to those who have come here illegally.
17,What I will do is I'll put in place an employment verification system and make sure that employers that hire people who have come here illegally are sanctioned for doing so.
17,I won't put in place magnets for people coming here illegally.
17,"So for instance, I would not give driver's licenses to those that have come here illegally as the president would."
17,"The kids of those that came here illegally, those kids, I think, should have a pathway to become a permanent resident of the United States and military service, for instance, is one way they would have that kind of pathway to become a permanent resident."
17,"Now when the president ran for office, he said that he'd put in place, in his first year, a piece of legislation he'd file a bill in his first year that would reform our our immigration system, protect legal immigration, stop illegal immigration."
0,He didn't do it.
23,"He had a Democrat House, a Democrat Senate, super majority in both Houses."
17,Why did he fail to even promote legislation that would have provided an answer for those that want to come legally and for those that are here illegally today?
14,What's a question I think the the president will have a chance to answer right now.
0,Yes.
14,"No, let let let me go back and speak to the points that the president made and and and let's get them correct."
9,I did not say that the Arizona law was a model for the nation in that aspect.
17,"I said that the E Verify portion of the Arizona law, which is which is the portion of the law which says that employers could be able to determine whether someone is here illegally or not illegally, that that was a model for the nation."
0,That's number one.
17,"Number two, I asked the president a question I think Hispanics and immigrants all over the nation have asked."
14,He was asked this on Univision the other day.
9,"Why, when you said you'd filed legislation in your first year didn't you do it?"
0,And he didn't answer.
0,He he doesn't answer that question.
14,He said the standard bearer wasn't for it.
18,"I'm glad you thought I was a standard bearer four years ago, but I wasn't."
9,Four years ago you said in your first year you would file legislation.
14,"In his first year, I was just getting licking my wounds from having been beaten by John McCain, all right."
0,I was not the standard bearer.
14,My my view is that this president should have honored his promise to do as he said.
17,"Now, let me mention one other thing, and that is self deportation says let people make their own choice."
17,"What I was saying is, we're not going to round up twelve million people, undocumented illegals, and take them out of the nation."
9,Instead let people make their own choice.
2,"And if they if they find that that they can't get the benefits here that they want and they can't and they can't find the job they want, then they'll make a decision to go a place where where they have better opportunities."
9,But I'm not in favor of rounding up people and and and taking them out of this country.
17,"I am in favor, as the president has said, and I agree with him, which is that if people have committed crimes we got to get them out of this country."
14,Let me mention something else the president said.
14,"It was a moment ago and I didn't get a chance to, when he was describing Chinese investments and so forth."
14,"Mister President, I'm still speaking."
14,"Mister President, let me finish."
0,I've gotta continue.
0,Just going to make a point.
9,Any investments I have over the last eight years have been managed by a blind trust.
25,"And I understand they do include investments outside the United States, including in in Chinese companies."
14,"Mister President, have you looked at your pension?"
34,Have you looked at your pension?
14,"Mister President, have you looked at your pension?"
27,"Well, let me give you some advice."
27,Let me give you some advice.
34,Look at your pension.
25,You also have investments in Chinese companies.
25,You also have investments outside the United States.
33,You also have investments through a Cayman's trust.
0,I'll get it done.
0,I'll get it done.
0,First year|
18,"Thank you Kerry for your question, it's an important one."
9,"And and I I think the president just said correctly that the buck does stop at his desk and and he takes responsibility for for that for the failure in providing those security resources, and and those terrible things may well happen from time to time."
19,I I'm I feel very deeply sympathetic for the families of those who lost loved ones.
5,And today there's a memorial service for one of those that was lost in this tragedy.
5,We we think of their families and care for them deeply.
19,There were other issues associated with this with this tragedy.
29,"There were many days that passed before we knew whether this was a spontaneous demonstration, or actually whether it was a terrorist attack."
7,And there was no demonstration involved.
29,It was a terrorist attack and it took a long time for that to be told to the American people.
29,"Whether there was some misleading, or instead whether we just didn't know what happened, you have to ask yourself why didn't we know five days later when the ambassador to the United Nations went on TV to say that this was a demonstration."
29,How could we have not known?
29,"But I find more troubling than this, that on on the day following the assassination of the United States ambassador, the first time that's happened since one thousand nine hundred seventy nine, when when we have four Americans killed there, when apparently we didn't know what happened, that the president, the day after that happened, flies to Las Vegas for a political fund raiser, then the next day to Colorado for another event, other political event."
29,I think these these actions taken by a president and a leader have symbolic significance and perhaps even material significance in that you'd hope that during that time we could call in the people who were actually eyewitnesses.
27,We've read their accounts now about what happened.
29,It was very clear this was not a demonstration.
29,This was an attack by terrorists.
8,And this calls into question the president's whole policy in the Middle East.
8,"Look what's happening in Syria, in Egypt, now in Libya."
15,"Consider the distance between ourselves and and Israel, the president said that that he was going to put daylight between us and Israel."
15,We have Iran four years closer to a nuclear bomb.
8,"Syria Syria's not just a tragedy of thirty thousand civilians being killed by a military, but also a strategic strategically significant player for America."
8,"The president's policies throughout the Middle East began with an apology tour and and and pursue a strategy of leading from behind, and this strategy is unraveling before our very eyes."
0,"Yes, I I|"
29,I I think interesting the president just said something which which is that on the day after the attack he went into the Rose Garden and said that this was an act of terror.
29,"You said in the Rose Garden the day after the attack, it was an act of terror."
29,"It was not a spontaneous demonstration, is that what you're saying?"
29,I want to make sure we get that for the record because it took the president fourteen days before he called the attack in Benghazi an act of terror.
29,This the administration the administration indicated this was a reaction to a video and was a spontaneous reaction.
29,It took them a long time to say this was a terrorist act by a terrorist group.
14,"And to suggest am I incorrect in that regard, on Sunday, the your secretary|"
0,Excuse me.
14,The ambassador of the United Nations went on the Sunday television shows and spoke about how|
0,this was a spontaneous|
10,"Yeah, I'm not in favor of new pieces of legislation on on guns and taking guns away or making certain guns illegal."
18,"Boy, great question and important question, because you're absolutely right."
2,The place where we've seen manufacturing go has been China.
2,China is now the largest manufacturer in the world.
9,It used to be the United States of America.
2,A lot of good people have lost jobs.
2,A half a million manufacturing jobs have been lost in the last four years.
9,That's total over the last four years.
2,One of the reasons for that is that people think it's more attractive in some cases to go offshore than to stay here.
25,We have made it less attractive for enterprises to stay here than to go offshore from time to time.
9,What I will do as president is make sure it's more attractive to come to America again.
2,This is the way we're going to create jobs in this country.
2,"It's not by trickle down government, saying we're going to take more money from people and hire more government workers, raise more taxes, put in place more regulations."
2,"Trickle down government has never worked here, has never worked anywhere."
25,"I want to make America the most attractive place in the world for entrepreneurs, for small business, for big business, to invest and grow in America."
9,"Now, we're going to have to make sure that as we trade with other nations that they play by the rules."
15,And China hasn't.
9,One of the reasons or one of the ways they don't play by the rules is artificially holding down the value of their currency.
20,"Because if they put their currency down low, that means their prices on their goods are low."
25,And that makes them advantageous in the marketplace.
0,We lose sales.
25,And manufacturers here in the U.
0,S.
25,making the same products can't compete.
15,China has been a currency manipulator for years and years and years.
9,"And the president has a regular opportunity to label them as a currency manipulator, but refuses to do so."
2,"On day one, I will label China a currency manipulator, which will allow me as president to be able to put in place, if necessary, tariffs where I believe that they are taking unfair advantage of our manufacturers."
9,So we're going to make sure that people we trade with around the world play by the rules.
16,But let me let me not just stop there.
2,"Don't forget, what's key to bringing back jobs here is not just finding someone else to punish, and I'm going to be strict with people who we trade with to make sure they they follow the law and play by the rules, but it's also to make America the most attractive place in the world for businesses of all kinds."
25,"That's why I want to down the tax rates on small employers, big employers, so they want to be here."
25,Canada's tax rate on companies is now fifteen percent.
25,Ours is thirty five percent.
25,"So if you're starting a business, where would you rather start it?"
2,We have to be competitive if we're going to create more jobs here.
9,Regulations have quadrupled.
9,The rate of regulations quadrupled under this president.
25,I talk to small businesses across the country.
8,"They say, We feel like we're under attack from our own government."
25,"I want to make sure that regulators see their job as encouraging small business, not crushing it."
1,And there's no question but that Obamacare has been an extraordinary deterrent to enterprises of all kinds hiring people.
2,My priority is making sure that we get more people hired.
2,"If we have more people hired, if we get back manufacturing jobs, if we get back all kinds of jobs into this country, then you're going to see rising incomes again."
2,The reason incomes are down is because unemployment is so high.
9,"I know what it takes to get this to happen, and my plan will do that, and one part of it is to make sure that we keep China playing by the rules."
0,The answer is very straightforward.
8,We can compete with anyone in the world as long as the playing field is level.
31,China's been cheating over the years.
20,One by holding down the value of their currency.
31,"Number two, by stealing our intellectual property; our designs, our patents, our technology."
33,"There's even an Apple store in China that's a counterfeit Apple store, selling counterfeit goods."
31,They hack into our computers.
30,"We will have to have people play on a fair basis, that's number one."
25,"Number two, we have to make America the most attractive place for entrepreneurs, for people who want to expand their business."
2,That's what brings jobs in.
14,The president's characterization of my tax plan|
0,is completely|
0,is completely|
0,is completely false.
0,Let me tell you|
2,Government does not create jobs.
2,Government does not create jobs.
0,Barry?
14,Where is Barry?
18,"Thank you, and that's an opportunity for me, and I appreciate it."
30,"In the nature of a campaign, it seems that some campaigns are focused on attacking a person rather than prescribing their own future and the things they'd like to do."
14,"In the course of that, I think the president's campaign has tried to characterize me as as someone who's very different than who I am."
30,I care about one hundred percent of the American people.
2,I want one hundred percent of the American people to have a bright and prosperous future.
13,I care about our kids.
2,I understand what it takes to make a bright and prosperous future for America again.
25,"I spent my life in the private sector, not in government."
14,"I'm a guy who wants to help with the experience I have, the American people."
25,My my passion probably flows from the fact that I believe in God.
28,And I believe we're all children of the same God.
34,I believe we have a responsibility to care for one another.
7,I I served as a missionary for my church.
7,I served as a pastor in my congregation for about ten years.
20,I've sat across the table from people who were out of work and worked with them to try and find new work or to help them through tough times.
26,I went to the Olympics when they were in trouble to try and get them on track.
1,"And as governor of my state, I was able to get one hundred percent of my people insured, all my kids, about ninety eight percent of the adults."
13,"I was able also to get our schools ranked number one in the nation, so one hundred percent of our kids would have a bright opportunity for a future."
9,I understand that I can get this country on track again.
9,We don't have to settle for what we're going through.
12,We don't have to settle for gasoline at four bucks.
2,We don't have to settle for unemployment at a chronically high level.
2,We don't have to settle for forty seven million people on food stamps.
13,We don't have to settle for fifty percent of kids coming out of college not able to get work.
2,We don't have to settle for twenty three million people struggling to find a good job.
2,"If I become president, I'll get America working again."
4,I will get us on track to a balanced budget.
9,The president hasn't.
0,I will.
34,I'll make sure we can reform Medicare and Social Security to preserve them for coming coming generations.
9,The president said he would.
0,He didn't.
20,I'll get our incomes up.
9,"And by the way, I've done these things."
14,I served as governor and showed I could get them done.
0,"Thank you, Bob."
6,And thank you for agreeing to moderate this debate this evening.
7,Thank you to Lynn University for welcoming us here.
18,"And Mister President, it's good to be with you again."
7,"We were together at a humorous event a little earlier, and it's nice to maybe funny this time, not on purpose."
0,We'll see what happens.
8,"This is obviously an area of great concern to the entire world, and to America in particular, which is to see a a complete change in the the structure and the the environment in the Middle East."
8,"With the Arab Spring, came a great deal of hope that there would be a change towards more moderation, and opportunity for greater participation on the part of women in public life, and in economic life in the Middle East."
15,"But instead, we've seen in nation after nation, a number of disturbing events."
8,"Of course we see in Syria, thirty thousand civilians having been killed by the military there."
29,"We see in in Libya, an attack apparently by, I think we know now, by terrorists of some kind against against our people there, four people dead."
30,Our hearts and and minds go out to them.
29,"Mali has been taken over, the northern part of Mali by al Qaeda type individuals."
8,"We have in in Egypt, a Muslim Brotherhood president."
8,And so what we're seeing is a pretty dramatic reversal in the kind of hopes we had for that region.
15,"Of course the greatest threat of all is Iran, four years closer to a nuclear weapon."
9,And and we're going to have to recognize that we have to do as the president has done.
5,I congratulate him on on taking out Osama bin Laden and going after the leadership in al Qaeda.
8,But we can't kill our way out of this mess.
8,"We're going to have to put in place a very comprehensive and robust strategy to help the the world of Islam and other parts of the world, reject this radical violent extremism, which is it's certainly not on the run."
0,It's certainly not hiding.
15,"This is a group that is now involved in ten or twelve countries, and it presents an enormous threat to our friends, to the world, to America, long term, and we must have a comprehensive strategy to help reject this kind of extremism."
8,"Well, my strategy is pretty straightforward, which is to go after the bad guys, to make sure we do our very best to interrupt them, to to kill them, to take them out of the picture."
25,But my strategy is broader than that.
0,"That's that's important, of course."
8,But the key that we're going to have to pursue is a is a pathway to get the Muslim world to be able to reject extremism on its own.
8,"We don't want another Iraq, we don't want another Afghanistan."
9,That's not the right course for us.
8,"The right course for us is to make sure that we go after the the people who are leaders of these various anti American groups and these these jihadists, but also help the Muslim world."
9,And how do we do that?
8,"A group of Arab scholars came together, organized by the U."
0,N.
8,", to look at how we can help the the world reject these these terrorists."
2,"And the answer they came up with was this: One, more economic development."
15,"We should key our foreign aid, our direct foreign investment, and that of our friends, we should coordinate it to make sure that we we push back and give them more economic development."
13,"Number two, better education."
20,"Number three, gender equality."
9,"Number four, the rule of law."
8,We have to help these nations create civil societies.
8,"But what's been happening over the last couple of years is, as we've watched this tumult in the Middle East, this rising tide of chaos occur, you see Al Qaida rushing in, you see other jihadist groups rushing in."
15,And and they're throughout many nations in the Middle East.
29,"It's wonderful that Libya seems to be making some progress, despite this terrible tragedy."
15,"But next door, of course, we have Egypt."
29,"Libya's six million population; Egypt, eighty million population."
8,We want we want to make sure that we're seeing progress throughout the Middle East.
8,"With Mali now having North Mali taken over by Al Qaida; with Syria having Assad continuing to to kill, to murder his own people, this is a region in tumult."
15,"And, of course, Iran on the path to a nuclear weapon, we've got real."
14,"Well, of course I don't concur with what the president said about my own record and the things that I've said."
0,They don't happen to be accurate.
8,"But but I can say this, that we're talking about the Middle East and how to help the Middle East reject the kind of terrorism we're seeing, and the rising tide of tumult and and confusion."
15,And and attacking me is not an agenda.
8,"Attacking me is not talking about how we're going to deal with the challenges that exist in the Middle East, and take advantage of the opportunity there, and stem the tide of this violence."
14,But I'll respond to a couple of things that you mentioned.
15,"First of all, Russia I indicated is a geopolitical foe."
0,Not|
0,Excuse me.
15,"It's a geopolitical foe, and I said in the same in the same paragraph I said, and Iran is the greatest national security threat we face."
8,Russia does continue to battle us in the U.
0,N.
0,time and time again.
0,I have clear eyes on this.
14,"I'm not going to wear rose colored glasses when it comes to Russia, or Mister Putin."
14,"And I'm certainly not going to say to him, I'll give you more flexibility after the election."
30,"After the election, he'll get more backbone."
8,"Number two, with regards to Iraq, you and I agreed I believe that there should be a status of forces agreement."
0,Oh you didn't?
0,You didn't want a status of|
8,"I'm sorry, you actually there was a there was an effort on the part of the president to have a status of forces agreement, and I concurred in that, and said that we should have some number of troops that stayed on."
0,That was something I concurred with|
0,that your posture.
0,That was my posture as well.
8,You thought it should have been five thousand troops|
8,"I thought there should have been more troops, but you know what?"
0,The answer was we got|
8,no troops through whatsoever.
0,"No, I|"
0,I'm sorry that's a|
0,that's a I indicated|
14,I indicated that you failed to put in place a status|
8,of forces agreement at the end of the conflict that existed.
8,"Well, let's step back and talk about what's happening in Syria and how important it is."
19,"First of all, thirty thousand people being killed by their government is a humanitarian disaster."
8,"Secondly, Syria is an opportunity for us because Syria plays an important role in the Middle East, particularly right now."
15,Syria is Iran's only ally in the Arab world.
0,It's their route to the sea.
15,"It's the route for them to arm Hezbollah in Lebanon, which threatens, of course, our ally, Israel."
8,And so seeing Syria remove Assad is a very high priority for us.
31,"Number two, seeing a a replacement government being responsible people is critical for us."
8,"And finally, we don't want to have military involvement there."
8,We don't want to get drawn into a military conflict.
8,"And so the right course for us, is working through our partners and with our own resources, to identify responsible parties within Syria, organize them, bring them together in a in a form of if not government, a form of of of council that can take the lead in Syria."
8,And then make sure they have the arms necessary to defend themselves.
8,We do need to make sure that they don't have arms that get into the the wrong hands.
8,Those arms could be used to hurt us down the road.
15,"We need to make sure as well that we coordinate this effort with our allies, and particularly with with Israel."
15,"But the Saudi's and the Qatari, and and the Turks are all very concerned about this."
2,They're willing to work with us.
8,"We need to have a very effective leadership effort in Syria, making sure that the the insurgent there are armed and that the insurgents that become armed, are people who will be the responsible parties."
8,Recognize I believe that Assad must go.
0,I believe he will go.
8,"But I believe we want to make sure that we have the relationships of friendship with the people that take his place, steps that in the years to come we see Syria as a as a friend, and Syria as a responsible party in the Middle East."
30,This this is a critical opportunity for America.
9,"And what I'm afraid of is we've watched over the past year or so, first the president saying, well we'll let the U."
0,N.
0,deal with it.
8,"And Assad excuse me, Kofi Annan came in and said we're going to try to have a ceasefire."
0,That didn't work.
9,"Then it went to the Russians and said, let's see if you can do something."
8,"We should be playing the leadership role there, not on the ground with military."
0,by the leadership role.
8,I don't want to have our military involved in Syria.
8,I don't think there is a necessity to put our military in Syria at this stage.
0,I don't anticipate that in the future.
8,"As I indicated, our objectives are to replace Assad and to have in place a new government which is friendly to us, a responsible government, if possible."
8,"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove to remove Assad."
8,But I do not want to see a military involvement on the part of our of our troops.
9,And this isn't this isn't going to be necessary.
8,"We we have, with our partners in the region, we have sufficient resources to support those groups."
29,"But look, this has been going on for a year."
9,This is a time this should have been a time for American leadership.
8,"We should have taken a leading role, not militarily, but a leading role organizationally, governmentally to bring together the parties; to find responsible parties."
8,"As you hear from intelligence sources even today, the the insurgents are highly disparate."
0,They haven't come together.
7,"They haven't formed a unity group, a council of some kind."
0,That needs to happen.
9,America can help that happen.
8,And we need to make sure they have the arms they need to carry out the very important role which is getting rid of Assad.
0,No.
14,"I believe, as the president indicated, and said at the time that I supported his his action there."
7,I felt that I wish we'd have had a better vision of the future.
15,"I wish that, looking back at the beginning of the president's term and even further back than that, that we'd have recognized that there was a growing energy and passion for freedom in that part of the world, and that we would have worked more aggressively with our friend and with other friends in the region to have them make the transition towards a more representative form of government, such that it didn't explode in the way that it did."
29,"But once it exploded, I felt the same as the president did, which is these freedom voices and the streets of Egypt, where the people who were speaking of our principles and the President Mubarak had done things which were unimaginable and the idea of him crushing his people was not something that we could possibly support."
8,"Let me step back and talk about what I think our mission has to be in the Middle East and even more broadly, because our purpose is to make sure the world is more is peaceful."
15,We want a peaceful planet.
8,"We want people to be able to enjoy their lives and know they're going to have a bright and prosperous future, not be at war."
0,That's our purpose.
5,And the mantle of leadership for the promoting the principles of peace has fallen to America.
0,We didn't ask for it.
5,But it's an honor that we have it.
8,But for us to be able to promote those principles of peace requires us to be strong.
2,And that begins with a strong economy here at home.
2,"Unfortunately, the economy is not stronger."
15,"When the when the president of Iraq excuse me, of Iran, Ahmadinejad, says that our debt makes us not a great country, that's a frightening thing."
4,Former chief of the Joint Chiefs of Staff said that Admiral Mullen said that our debt is the biggest national security threat we face.
2,This we have weakened our economy.
2,We need a strong economy.
8,We need to have as well a strong military.
8,Our military is second to none in the world.
5,"We're blessed with terrific soldiers, and extraordinary technology and intelligence."
4,But the idea of a trillion dollar in cuts through sequestration and budget cuts to the military would change that.
8,We need to have strong allies.
15,Our association and connection with our allies is essential to America's strength.
15,"We're the great nation that has allies, forty two allies and friends around the world."
30,"And, finally, we have to stand by our principles."
30,"And if we're strong in each of those things, American influence will grow."
30,"But unfortunately, in nowhere in the world is America's influence will grow."
9,"But unfortunately, in nowhere in the world is America's influence greater today than it was four years ago."
30,And that's because we've become weaker in each of those four|
8,"Well I I absolutely believe that America has a a responsibility, and the privilege of helping defend freedom and promote the principles that that make the world more peaceful."
30,"And those principles include human rights, human dignity, free enterprise, freedom of expression, elections."
30,"Because when there are elections, people tend to vote for peace."
30,They don't vote for war.
15,So we want to promote those principles around the world.
8,We recognize that there are places of conflict in the world.
8,We want to end those conflicts to the extent humanly possible.
8,"But in order to be able to fulfill our role in the world, America must be strong."
30,America must lead.
2,"And for that to happen, we have to strengthen our economy here at home."
2,You can't have twenty three million people struggling to get a job.
2,You can't have an economy that over the last three years keeps slowing down its growth rate.
13,"You can't have kids coming out of college, half of them can't find a job today, or a job that's commensurate with their college degree."
2,We have to get our economy going.
5,"And our military, we've got to strengthen our military long term."
8,We don't know what the world is going to throw at us down the road.
8,We we make decisions today in the military that that will confront challenges we can't imagine.
29,"In the two thousand debates, there was no mention of terrorism, for instance."
5,"And a year later, nine/eleven happened."
8,"So, we have to make decisions based upon uncertainty, and that means a strong military."
4,I will not cut our military budget.
15,We have to also stand by our allies.
15,I I think the tension that existed between Israel and the United States was very unfortunate.
15,"I think also that pulling our missile defense program out of Poland in the way we did was also unfortunate in terms of, if you will, disrupting the relationship in some ways that existed between us."
15,"And then, of course, with regards to standing for our principles, when when the students took to the streets in Tehran and the people there protested, the Green Revolution occurred, for the president to be silent I thought was an enormous mistake."
5,"We have to stand for our principles, stand for our allies, stand for a strong military and stand for a stronger economy."
6,I've got a policy for the future and agenda for the future.
2,"And when it comes to our economy here at home, I know what it takes to create twelve million new jobs and rising take home pay."
14,And what we've seen over the last four years is something I don't want to see over the next four years.
14,The president said by now we'd be a five.
2,four percent unemployment.
2,We're nine million jobs short of that.
2,"I will get America working again and see rising take home pay again, and I'll do it with five simple steps."
12,"Number one, we are going to have North American energy independence."
12,"We're going to do it by taking full advantage of oil, coal, gas, nuclear and our renewables."
2,"Number two, we're going to increase our trade."
25,Trade grows about twelve percent year.
34,It doubles about every every five or so years.
9,"We can do better than that, particularly in Latin America."
17,The opportunities for us in Latin America we have just not taken advantage of fully.
2,"As a matter of fact, Latin America's economy is almost as big as the economy of China."
15,We're all focused on China.
17,"Latin America is a huge opportunity for us time zone, language opportunities."
13,"Number three, we're going to have to have training programs that work for our workers and schools that finally put the parents and the teachers and the kids first, and the teachers' unions going to have to go behind."
4,And then we're going to have to get to a balanced budget.
25,We can't expect entrepreneurs and businesses large and small to take their life savings or their company's money and invest in America if they think we're headed to the road to Greece.
4,And that's where we're going right now unless we finally get off this spending and borrowing binge.
4,And I'll get us on track to a balanced budget.
25,"And finally, number five, we've got to champion small business."
25,Small business is where jobs come from.
25,Two thirds of our jobs come from small businesses.
25,New business formation is down to the lowest level in thirty years under this administration.
2,I want to bring it back and get back good jobs and rising take home pay.
6,"Well well, I need to speak a moment|"
13,"if you'll let me, Bob, just about education|"
14,because I'm I'm so proud of the state that I had the chance to be governor of.
13,We have every two years tests that look at how well our kids are doing.
13,Fourth graders and eighth graders are tested in English and math.
13,"While I was governor, I was proud that our fourth graders came out number one of all fifty states in English, and then also in math."
13,And our eighth graders number one in English and also in math.
9,First time one state had been number one in all four measures.
0,How did we do that?
13,"Well, Republicans and Democrats came together on a bipartisan basis to put in place education principles that focused on having great teachers in the classroom."
9,And that was that was that was what allowed us to become the number one state in the nation.
4,And then you cut education spending when you came into office.
13,The first the first the first and we kept our schools number one in the nation.
30,They're still number one today.
13,"And the principles that we put in place, we also gave kids not just a graduation exam that determined whether they were up to the skills needed to to be able compete, but also if they graduated the quarter of their class, they got a four year tuition free ride at any Massachusetts public institution of higher learning."
14,"That was actually mine, actually, Mister President."
0,You got that fact wrong.
24,"Well, let's come back and talk about the military, but all the way all the way through."
4,"First of all, I'm going through from the very beginning we're going to cut about five percent of the discretionary budget, excluding military."
0,That's number one.
0,The good news is.
18,I'd be happy to have you take a look.
27,Come on our website.
4,You look at how we get to a balanced budget within eight to ten years.
4,"We do it by getting by reducing spending in a whole series of progra Miss By the way, number one I get rid of is Obamacare."
4,"There are a number of things that sound good, but frankly, we just can't afford them."
20,And that one doesn't sound good and it's not affordable.
27,So I'd get rid of that one from day one.
8,"To the extent humanly possible, we get that out."
4,"We take program after program that we don't absolutely have to have, and we get rid of them."
34,"Number two, we take some programs that we are doing to keep, like Medicaid, which is a program for the poor; we'll take that healthcare program for the poor and we give it to the states to run because states run these programs more efficiently."
14,"As a governor, I thought please, give me this program."
9,"I can run this more efficiently than the federal government and states, by the way, are proving it."
34,"States like Arizona, Rhode Island have taken these these Medicaid dollars; have shown they can run these programs more cost effectively."
4,I want to do those two things and get this get this to a balanced budget with eight eight to ten years.
