topic_str,post,label,seen?,new_id,ori_topic,pred_label
jobs economy job,We have fewer people working today than we had when the president took office.,2,0,1397,jobs economy job,1
jobs economy job,If the the unemployment rate was seven.,2,0,1398,jobs economy job,1
president obama legislation,"eight percent when he took office, it's seven.",2,0,1399,president obama legislation,1
sen pass agree,eight percent now.,2,0,1400,sen pass agree,1
jobs economy job,"But if you calculated that unemployment rate, taking back the people who dropped out of the workforce, it would be ten.",2,0,1401,jobs economy job,1
sen pass agree,seven percent.,2,0,1402,sen pass agree,1
jobs economy job,We have not made the progress we need to make to put people back to work.,2,0,1403,jobs economy job,1
jobs economy job,That's why I put out a five point plan that gets America twelve million new jobs in four years and rising take home pay.,2,0,1404,jobs economy job,1
jobs economy job,It's going to help Jeremy get a job when he comes out of school.,2,0,1405,jobs economy job,1
jobs economy job,It's going to help people across the country that are unemployed right now.,2,0,1406,jobs economy job,1
obama president congressman,"And one thing that the president said, which I want to make sure that we understand, he said that I said we should take Detroit bankrupt.",2,0,1407,obama president congressman,0
sen pass agree,And that's right.,2,0,1408,sen pass agree,2
businesses business economic,My plan was to have the company go through bankruptcy like seven Eleven did and Macy's and Condell Airlines and come out stronger.,2,0,1409,businesses business economic,1
obama president congressman,"And I know he keeps saying, you want to take Detroit bankrupt.",2,0,1410,obama president congressman,0
president obama legislation,"Well, the president took Detroit bankrupt.",2,0,1411,president obama legislation,0
businesses business economic,You took General Motors bankrupt.,2,0,1412,businesses business economic,0
businesses business economic,You took Chrysler bankrupt.,2,0,1413,businesses business economic,0
businesses business economic,"So when you say that I wanted to take the auto industry bankrupt, you actually did.",2,0,1414,businesses business economic,0
jobs economy job,"And I think it's important to know that that was a process that was necessary to get those companies back on their feet, so they could start hiring more people.",2,0,1415,jobs economy job,1
president obama legislation,That was precisely what I recommended and ultimately what happened.,2,0,1416,president obama legislation,1
obama president congressman,That that Detroit that Detroit answer|,2,0,1417,obama president congressman,1
sen pass agree,that Detroit answer|,2,0,1418,sen pass agree,2
obama president congressman,"and the rest of the answer, way off the mark.",2,0,1419,obama president congressman,0
president obama legislation,"Well, let's look at the president's policies, all right, as opposed to the rhetoric, because we've had four years of policies being played out.",2,0,1420,president obama legislation,0
energy obama obamacare,"And the president's right in terms of the additional oil production, but none of it came on federal land.",2,0,1421,energy obama obamacare,2
energy obama obamacare,"As a matter of fact, oil production is down fourteen percent this year on federal land, and gas production was down nine percent.",2,0,1422,energy obama obamacare,2
sen pass agree,Why?,2,0,1423,sen pass agree,1
energy obama obamacare,"Because the president cut in half the number of licenses and permits for drilling on federal lands, and in federal waters.",2,0,1424,energy obama obamacare,2
workers obamacare jobs,So where'd the increase come from?,2,0,1425,workers obamacare jobs,2
energy obama obamacare,Well a lot of it came from the Bakken Range in North Dakota.,2,0,1426,energy obama obamacare,1
meeting meet met,What was his participation there?,2,0,1427,meeting meet met,1
energy obama obamacare,"The administration brought a criminal action against the people drilling up there for oil, this massive new resource we have.",2,0,1428,energy obama obamacare,0
sen pass agree,And what was the cost?,2,0,1429,sen pass agree,2
obamacare legislation bipartisan,twenty or twenty five birds were killed and brought out a migratory bird act to go after them on a criminal basis.,2,0,1430,obamacare legislation bipartisan,2
energy obama obamacare,"Look, I want to make sure we use our oil, our coal, our gas, our nuclear, our renewables.",2,0,1431,energy obama obamacare,0
energy obama obamacare,"I believe very much in our renewable capabilities; ethanol, wind, solar will be an important part of our energy mix.",2,0,1432,energy obama obamacare,1
energy obama obamacare,"But what we don't need is to have the president keeping us from taking advantage of oil, coal and gas.",2,0,1433,energy obama obamacare,2
energy obama obamacare,"This has not been Mister Oil, or Mister Gas, or Mister Coal.",2,0,1434,energy obama obamacare,2
businesses business economic,Talk to the people that are working in those industries.,2,0,1435,businesses business economic,1
sen pass agree,I was in coal country.,2,0,1436,sen pass agree,1
jobs economy job,"People grabbed my arms and said, Please save my job.",2,0,1437,jobs economy job,1
energy obama obamacare,"The head of the EPA said, You can't build a coal plant.",2,0,1438,energy obama obamacare,2
president obama legislation,You'll virtually it's virtually impossible given our regulations.,2,0,1439,president obama legislation,0
energy obama obamacare,"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.",2,0,1440,energy obama obamacare,2
president obama legislation,That's not the right course for America.,2,0,1441,president obama legislation,0
energy obama obamacare,"Let's take advantage of the energy resources we have, as well as the energy ources for the future.",2,0,1442,energy obama obamacare,1
energy obama obamacare,"And if we do that, if we do what I'm planning on doing, which is getting us energy independent, North America energy independence within eight years, you're going to see manufacturing jobs come back.",2,0,1443,energy obama obamacare,1
energy obama obamacare,"Because our energy is low cost, that are already beginning to come back because of our abundant energy.",2,0,1444,energy obama obamacare,1
energy obama obamacare,I'll get America and North America energy independent.,2,0,1445,energy obama obamacare,1
energy obama obamacare,"I'll do it by more drilling, more permits and licenses.",2,0,1446,energy obama obamacare,2
energy obama obamacare,We're going to bring that pipeline in from Canada.,2,0,1447,energy obama obamacare,1
energy obama obamacare,How in the world the president said no to that pipeline?,2,0,1448,energy obama obamacare,2
sen pass agree,I will never know.,2,0,1449,sen pass agree,1
jobs economy job,"This is about bringing good jobs back for the middle class of America, and that's what I'm going to do.",2,0,1450,jobs economy job,1
president obama legislation,But that's not what you've done in the last four years.,2,0,1451,president obama legislation,0
sen pass agree,That's the problem.,2,0,1452,sen pass agree,1
energy obama obamacare,"In the last four years, you cut permits and licenses on federal land and federal waters in half.",2,0,1453,energy obama obamacare,2
spending bipartisan obamacare,So how much did you cut?,2,0,1454,spending bipartisan obamacare,1
spending bipartisan obamacare,"How much did you cut them by, then?",2,0,1455,spending bipartisan obamacare,0
sen pass agree,"No, no.",2,0,1456,sen pass agree,1
energy obama obamacare,How much did you cut licenses and permits on federal land and federal waters?,2,0,1457,energy obama obamacare,2
spending bipartisan obamacare,"No, no, I had a question and the question was how much did you cut them by?",2,0,1458,spending bipartisan obamacare,0
spending bipartisan obamacare,How much did you cut them by?,2,0,1459,spending bipartisan obamacare,0
sen pass agree,All right.,2,0,1460,sen pass agree,1
sen pass agree,And it is.,2,0,1461,sen pass agree,1
sen pass agree,"OK,|",2,0,1462,sen pass agree,1
energy obama obamacare,And production on private on government land.,2,0,1463,energy obama obamacare,0
sen pass agree,is down.,2,0,1464,sen pass agree,0
energy obama obamacare,Production on government land of oil is down fourteen percent.,2,0,1465,energy obama obamacare,0
energy obama obamacare,And production on gas.,2,0,1466,energy obama obamacare,2
sen pass agree,It's absolutely true.,2,0,1467,sen pass agree,1
energy obama obamacare,"Look, there's no question but the people recognize that we have not produced more on federal lands and in federal waters.",2,0,1468,energy obama obamacare,2
jobs economy job,"And coal, coal production is not up; coal jobs are not up.",2,0,1469,jobs economy job,0
jobs economy job,"I was just at a coal facility, where some one thousand two hundred people lost their jobs.",2,0,1470,jobs economy job,1
president obama legislation,The right course for America is to have a true all of the above policy.,2,0,1471,president obama legislation,1
energy obama obamacare,I don't think anyone really believes that you're a person who's going to be pushing for oil and gas and coal.,2,0,1472,energy obama obamacare,0
meeting discuss interview,You'll get your chance in a moment.,2,0,1473,meeting discuss interview,1
sen pass agree,I'm still speaking.,2,0,1474,sen pass agree,1
obama obamacare administration,And the answer is I don't believe people think that's the case|,2,0,1475,obama obamacare administration,1
sen pass agree,That wasn't the question.,2,0,1476,sen pass agree,2
sen pass agree,That was a statement.,2,0,1477,sen pass agree,1
president obama legislation,I don't think the American people believe that.,2,0,1478,president obama legislation,0
energy obama obamacare,"I will fight for oil, coal and natural gas.",2,0,1479,energy obama obamacare,1
workers obamacare jobs,"And the proof, the proof of whether a strategy is working or not is what the price is that you're paying at the pump.",2,0,1480,workers obamacare jobs,2
spending bipartisan obamacare,"If you're paying less than you paid a year or two ago, why, then, the strategy is working.",2,0,1481,spending bipartisan obamacare,1
workers obamacare jobs,But you're paying more.,2,0,1482,workers obamacare jobs,2
energy obama obamacare,"When the president took office, the price of gasoline here in Nassau County was about dollar one.",2,0,1483,energy obama obamacare,2
sen pass agree,eighty six a gallon.,2,0,1484,sen pass agree,2
workers obamacare jobs,"Now, it's dollar four.",2,0,1485,workers obamacare jobs,2
sen pass agree,a gallon.,2,0,1486,sen pass agree,1
energy obama obamacare,The price of electricity is up.,2,0,1487,energy obama obamacare,2
energy obama obamacare,"If the president's energy policies are working, you're going to see the cost of energy come down.",2,0,1488,energy obama obamacare,0
energy obama obamacare,"I will fight to create more energy in this country, to get America energy secure.",2,0,1489,energy obama obamacare,1
energy obama obamacare,"And part of that is bringing in a pipeline of oil from Canada, taking advantage of the oil and coal we have here, drilling offshore in Alaska, drilling offshore in Virginia where the people want it.",2,0,1490,energy obama obamacare,1
energy obama obamacare,Those things will get us the energy we need.,2,0,1491,energy obama obamacare,2
sen pass agree,He gets the first.,2,0,1492,sen pass agree,1
sen pass agree,He actually got|,2,0,1493,sen pass agree,2
sen pass agree,He actually got the first question.,2,0,1494,sen pass agree,2
news read listen,So I get the last question last answer|,2,0,1495,news read listen,2
sen pass agree,"Candy, Candy|",2,0,1496,sen pass agree,1
jobs economy job,"Candy, I don't have a policy of stopping wind jobs in Iowa and that they're not phantom jobs.",2,0,1497,jobs economy job,0
jobs economy job,They're real jobs.,2,0,1498,jobs economy job,0
washington honored county,I appreciate wind jobs in Iowa and across our country.,2,0,1499,washington honored county,1
energy obama obamacare,I appreciate the jobs in coal and oil and gas.,2,0,1500,energy obama obamacare,2
sen pass agree,I'm going to make sure|,2,0,1501,sen pass agree,1
energy obama obamacare,we're taking advantage of our energy resources.,2,0,1502,energy obama obamacare,2
jobs economy job,We'll bring back manufacturing to America.,2,0,1503,jobs economy job,1
jobs economy job,"We're going to get through a very aggressive energy policy, thirty one/two million more jobs in this country.",2,0,1504,jobs economy job,1
vote voted republicans,It's critical to our future.,2,0,1505,vote voted republicans,1
sen pass agree,"Hi, Mary.",2,0,1506,sen pass agree,1
congrats congratulations honored,Thank you very much.,2,0,1507,congrats congratulations honored,1
spending bipartisan obamacare,"And let me tell you, you're absolutely right about part of that, which is I want to bring the rates down, I want to simplify the tax code, and I want to get middle income taxpayers to have lower taxes.",2,0,1508,spending bipartisan obamacare,1
spending bipartisan obamacare,And the reason I want middle income taxpayers to have lower taxes is because middle income taxpayers have been buried over the past four years.,2,0,1509,spending bipartisan obamacare,0
workers obamacare jobs,"You've seen, as middle income people in this country, incomes go down dollar four thousand three hundred a family, even as gasoline prices have gone up dollar two thousand.",2,0,1510,workers obamacare jobs,2
obamacare healthcare insurance,"Health insurance premiums, up dollar two thousand five hundred.",2,0,1511,obamacare healthcare insurance,0
workers obamacare jobs,Food prices up.,2,0,1512,workers obamacare jobs,2
energy obama obamacare,Utility prices up.,2,0,1513,energy obama obamacare,2
workers obamacare jobs,The middle income families in America have been crushed over the last four years.,2,0,1514,workers obamacare jobs,2
workers obamacare jobs,So I want to get some relief to middle income families.,2,0,1515,workers obamacare jobs,2
sen pass agree,That's part that's part one.,2,0,1516,sen pass agree,1
irs obamacare tax,"Now, how about deductions?",2,0,1517,irs obamacare tax,2
workers obamacare jobs,"'Cause I'm going to bring rates down across the board for everybody, but I'm going to limit deductions and exemptions and credits, particularly for people at the high end, because I am not going to have people at the high end pay less than they're paying now.",2,0,1518,workers obamacare jobs,2
obamacare healthcare seniors,The top five percent of taxpayers will continue to pay sixty percent of the income tax the nation collects.,2,0,1519,obamacare healthcare seniors,1
sen pass agree,So that'll stay the same.,2,0,1520,sen pass agree,1
workers obamacare jobs,Middle income people are going to get a tax break.,2,0,1521,workers obamacare jobs,2
spending bipartisan obamacare,"And so, in terms of bringing down deductions, one way of doing that would be say everybody gets I'll pick a number dollar twenty five thousand of deductions and credits, and you can decide which ones to use.",2,0,1522,spending bipartisan obamacare,0
irs obamacare tax,"Your home mortgage interest deduction, charity, child tax credit, and so forth, you can use those as part of filling that bucket, if you will, of deductions.",2,0,1523,irs obamacare tax,0
workers obamacare jobs,"But your rate comes down and the burden also comes down on you for one more reason, and that is every middle income taxpayer no longer will pay any tax on interest, dividends or capital gains.",2,0,1524,workers obamacare jobs,2
irs obamacare tax,No tax on your savings.,2,0,1525,irs obamacare tax,2
sen pass agree,That makes life a lot easier.,2,0,1526,sen pass agree,2
irs obamacare tax,"If you're getting interest from a bank, if you're getting a statement from a mutual fund or any other kind of investment you have, you don't have to worry about filing taxes on that, because there'll be no taxes for anybody making dollar two hundred thousand.",2,0,1527,irs obamacare tax,2
news read listen,"per year and less, on your interest, dividends and capital gains.",2,0,1528,news read listen,0
spending bipartisan obamacare,Why am I lowering taxes on the middle class?,2,0,1529,spending bipartisan obamacare,1
obama obamacare administration,"Because under the last four years, they've been buried.",2,0,1530,obama obamacare administration,0
workers obamacare jobs,And I want to help people in the middle class.,2,0,1531,workers obamacare jobs,2
workers obamacare jobs,"And I will not I will not under any circumstances, reduce the share that's being paid by the highest income taxpayers.",2,0,1532,workers obamacare jobs,2
workers obamacare jobs,"And I will not, under any circumstances increase taxes on the middle class.",2,0,1533,workers obamacare jobs,2
spending bipartisan obamacare,"The president's spending, the president's borrowing will cost this nation to have to raise taxes on the American people.",2,0,1534,spending bipartisan obamacare,0
icymi congrats congratulations,Not just at the high end.,2,0,1535,icymi congrats congratulations,1
workers obamacare jobs,A recent study has shown the people in the middle class will see dollar four thousand.,2,0,1536,workers obamacare jobs,2
spending bipartisan obamacare,per year in higher taxes as a result of the spending and borrowing of this administration.,2,0,1537,spending bipartisan obamacare,0
sen pass agree,I will not let that happen.,2,0,1538,sen pass agree,1
spending bipartisan obamacare,"I want to get us on track to a balanced budget, and I'm going to reduce the tax burden on middle income families.",2,0,1539,spending bipartisan obamacare,1
president obama legislation,And what's that going to do?,2,0,1540,president obama legislation,0
jobs economy job,"It's going to help those families, and it's going to create incentives to start growing jobs again in this country.",2,0,1541,jobs economy job,1
sen pass agree,You're absolutely right.,2,0,1542,sen pass agree,1
spending bipartisan obamacare,You heard what I said about my tax plan.,2,0,1543,spending bipartisan obamacare,1
obamacare healthcare seniors,"The top five percent will continue to pay sixty percent, as they do today.",2,0,1544,obamacare healthcare seniors,1
spending bipartisan obamacare,I'm not looking to cut taxes for wealthy people.,2,0,1545,spending bipartisan obamacare,1
spending bipartisan obamacare,I am looking to cut taxes for middle income people.,2,0,1546,spending bipartisan obamacare,1
workers obamacare jobs,"And why do I want to bring rates down, and at the same time lower exemptions and deductions, particularly for people at the high end?",2,0,1547,workers obamacare jobs,2
businesses business economic,"Because if you bring rates down, it makes it easier for small business to keep more of their capital and hire people.",2,0,1548,businesses business economic,1
jobs economy job,"And for me, this is about jobs.",2,0,1549,jobs economy job,1
jobs economy job,I want to get America's economy going again.,2,0,1550,jobs economy job,1
jobs economy job,Fifty four percent of America's workers work in businesses that are taxed as individuals.,2,0,1551,jobs economy job,1
businesses business economic,"So when you bring those rates down, those small businesses are able to keep more money and hire more people.",2,0,1552,businesses business economic,0
obama president congressman,"For me, I look at what's happened in the last four years and say this has been a disappointment.",2,0,1553,obama president congressman,0
sen pass agree,We can do better than this.,2,0,1554,sen pass agree,0
jobs economy job,"We don't have to settle for, how many months, forty three months with unemployment above eight percent, twenty three million Americans struggling to find a good job right now.",2,0,1555,jobs economy job,1
sen pass agree,There are three.,2,0,1556,sen pass agree,1
workers obamacare jobs,five million more women living in poverty today than when the president took office.,2,0,1557,workers obamacare jobs,2
sen pass agree,We don't have to live like this.,2,0,1558,sen pass agree,2
jobs economy job,We can get this economy going again.,2,0,1559,jobs economy job,1
news read listen,My five point plan does it.,2,0,1560,news read listen,2
energy obama obamacare,Energy independence for North America in five years.,2,0,1561,energy obama obamacare,1
businesses business economic,"Opening up more trade, particularly in Latin America.",2,0,1562,businesses business economic,1
irs obamacare tax,Cracking down on China when they cheat.,2,0,1563,irs obamacare tax,0
spending bipartisan obamacare,Getting us to a balanced budget.,2,0,1564,spending bipartisan obamacare,1
education students school,Fixing our training programs for our workers.,2,0,1565,education students school,1
businesses business economic,"And finally, championing small business.",2,0,1566,businesses business economic,1
businesses business economic,I want to make small businesses grow and thrive.,2,0,1567,businesses business economic,1
sen pass agree,I know how to make that happen.,2,0,1568,sen pass agree,1
meeting meet met,I spent my life in the private sector.,2,0,1569,meeting meet met,2
jobs economy job,I know why jobs come and why they go.,2,0,1570,jobs economy job,1
president obama legislation,And they're going now because of the policies of this administration.,2,0,1571,president obama legislation,0
sen pass agree,I I|,2,0,1572,sen pass agree,1
sen pass agree,Well of course they add up.,2,0,1573,sen pass agree,1
spending bipartisan obamacare,"I I was I was someone who ran businesses for twenty five years, and balanced the budget.",2,0,1574,spending bipartisan obamacare,1
spending bipartisan obamacare,I ran the Olympics and balanced the budget.,2,0,1575,spending bipartisan obamacare,0
spending bipartisan obamacare,"I ran the the state of Massachusetts as a governor, to the extent any governor does, and balanced the budget all four years.",2,0,1576,spending bipartisan obamacare,1
spending bipartisan obamacare,"When we're talking about math that doesn't add up, how about dollar four trillion of deficits over the last four years, dollar five trillion?",2,0,1577,spending bipartisan obamacare,0
spending bipartisan obamacare,That's math that doesn't add up.,2,0,1578,spending bipartisan obamacare,0
president obama legislation,We have we have a president talking about someone's plan in a way that's completely foreign to what my real plan is.,2,0,1579,president obama legislation,0
spending bipartisan obamacare,"And then we have his own record, which is we have four consecutive years where he said when he was running for office, he would cut the deficit in half.",2,0,1580,spending bipartisan obamacare,1
sen pass agree,Instead he's doubled it.,2,0,1581,sen pass agree,1
spending bipartisan obamacare,"We've gone from dollar ten trillion of national debt, to dollar sixteen trillion of national debt.",2,0,1582,spending bipartisan obamacare,0
spending bipartisan obamacare,"If the president were reelected, we'd go to almost dollar twenty trillion of national debt.",2,0,1583,spending bipartisan obamacare,0
icymi congrats congratulations,This puts us on a road to Greece.,2,0,1584,icymi congrats congratulations,1
spending bipartisan obamacare,I know what it takes to balance budgets.,2,0,1585,spending bipartisan obamacare,1
sen pass agree,I've done it my entire life.,2,0,1586,sen pass agree,1
spending bipartisan obamacare,"So for instance when he says, Yours is a dollar five trillion cut.",2,0,1587,spending bipartisan obamacare,0
sen pass agree,"Well, no it's not.",2,0,1588,sen pass agree,2
spending bipartisan obamacare,Because I'm offsetting some of the reductions with holding down some of the deductions.,2,0,1589,spending bipartisan obamacare,1
sen pass agree,And|,2,0,1590,sen pass agree,1
spending bipartisan obamacare,"And I just described I just described to you, Mister President I just described to you precisely how I'd do it which is with a single number that people can put and they can put they're they're deductions and credits|",2,0,1591,spending bipartisan obamacare,1
sen pass agree,Thank you.,2,0,1592,sen pass agree,1
washington honored county,"And important topic, and one which I learned a great deal about, particularly as I was serving as governor of my state, because I had the chance to pull together a cabinet and all the applicants seemed to be men.",2,0,1593,washington honored county,1
workers obamacare jobs,"And I and I went to my staff, and I said, How come all the people for these jobs are are all men.",2,0,1594,workers obamacare jobs,1
jobs economy job,"They said, Well, these are the people that have the qualifications.",2,0,1595,jobs economy job,0
workers obamacare jobs,"And I said, Well, gosh, can't we can't we find some some women that are also qualified?",2,0,1596,workers obamacare jobs,2
workers obamacare jobs,And and so we we took a concerted effort to go out and find women who had backgrounds that could be qualified to become members of our cabinet.,2,0,1597,workers obamacare jobs,1
meeting meet met,"I went to a number of women's groups and said, Can you help us find folks, and they brought us whole binders full of women.",2,0,1598,meeting meet met,1
washington honored county,"I was proud of the fact that after I staffed my Cabinet and my senior staff, that the University of New York in Albany did a survey of all fifty states, and concluded that mine had more women in senior leadership positions than any other state in America.",2,0,1599,washington honored county,1
icymi congrats congratulations,Now one of the reasons I was able to get so many good women to be part of that team was because of our recruiting effort.,2,0,1600,icymi congrats congratulations,1
workers obamacare jobs,"But number two, because I recognized that if you're going to have women in the workforce that sometimes you need to be more flexible.",2,0,1601,workers obamacare jobs,1
education students school,"My chief of staff, for instance, had two kids that were still in school.",2,0,1602,education students school,1
meeting discuss interview,"She said, I can't be here until seven or eight o'clock at night.",2,0,1603,meeting discuss interview,1
education students school,I need to be able to get home at five o'clock so I can be there for making dinner for my kids and being with them when they get home from school.,2,0,1604,education students school,2
sen pass agree,So we said fine.,2,0,1605,sen pass agree,1
workers obamacare jobs,Let's have a flexible schedule so you can have hours that work for you.,2,0,1606,workers obamacare jobs,1
jobs economy job,"We're going to have to have employers in the new economy, in the economy I'm going to bring to play, that are going to be so anxious to get good workers they're going to be anxious to hire women.",2,0,1607,jobs economy job,1
jobs economy job,In the in the last women have lost five hundred eighty thousand jobs.,2,0,1608,jobs economy job,1
president obama legislation,That's the net of what's happened in the last four years.,2,0,1609,president obama legislation,0
jobs economy job,We're still down five hundred eighty thousand jobs.,2,0,1610,jobs economy job,2
workers obamacare jobs,"I mentioned thirty one/two million women, more now in poverty than four years ago.",2,0,1611,workers obamacare jobs,2
workers obamacare jobs,"What we can do to help young women and women of all ages is to have a strong economy, so strong that employers that are looking to find good employees and bringing them into their workforce and adapting to a flexible work schedule that gives women opportunities that they would otherwise not be able to afford.",2,0,1612,workers obamacare jobs,1
sen pass agree,This is what I have done.,2,0,1613,sen pass agree,1
jobs economy job,"It's what I look forward to doing and I know what it takes to make an economy work, and I know what a working economy looks like.",2,0,1614,jobs economy job,1
jobs economy job,And an economy with seven.,2,0,1615,jobs economy job,1
jobs economy job,eight percent unemployment is not a real strong economy.,2,0,1616,jobs economy job,1
jobs economy job,An economy that has twenty three million people looking for work is not a strong economy.,2,0,1617,jobs economy job,0
jobs economy job,"An economy with fifty percent of kids graduating from college that can't finds a job, or a college level job, that's not what we have to have.",2,0,1618,jobs economy job,0
workers obamacare jobs,I'm going to help women in America get good work by getting a stronger economy and by supporting women in the workforce.,2,0,1619,workers obamacare jobs,1
sen pass agree,Thank you.,2,0,1620,sen pass agree,1
congratulations congrats happy,And I appreciate that question.,2,0,1621,congratulations congrats happy,1
congrats congratulations honored,"I just want to make sure that, I think I was supposed to get that last answer, but I want to point out that that I don't believe|",2,0,1622,congrats congratulations honored,1
sen pass agree,I don't believe|,2,0,1623,sen pass agree,2
sen pass agree,The time the time|,2,0,1624,sen pass agree,1
obamacare legislation bipartisan,I'd just note that I don't believe that bureaucrats in Washington should tell someone whether they can use contraceptives or not.,2,0,1625,obamacare legislation bipartisan,1
workers obamacare jobs,And I don't believe employers should tell someone whether they could have contraceptive care of not.,2,0,1626,workers obamacare jobs,1
obamacare legislation bipartisan,Every woman in America should have access to contraceptives.,2,0,1627,obamacare legislation bipartisan,1
president obama legislation,And and the and the president's statement of my policy is completely and totally wrong.,2,0,1628,president obama legislation,0
news read listen,Let me come back and and answer your question.,2,0,1629,news read listen,1
president obama legislation,President Bush and I are are different people and these are different times and that's why my five point plan is so different than what he would have done.,2,0,1630,president obama legislation,1
energy obama obamacare,"I mean for instance, we can now, by virtue of new technology actually get all the energy we need in North America without having to go to the the Arabs or the Venezuelans or anyone else.",2,0,1631,energy obama obamacare,1
energy obama obamacare,"That wasn't true in his time, that's why my policy starts with a very robust policy to get all that energy in North America become energy secure.",2,0,1632,energy obama obamacare,1
jobs economy job,"Number two, trade I'll crack down on China, President Bush didn't.",2,0,1633,jobs economy job,2
businesses business economic,I'm also going to dramatically expand trade in Latin America.,2,0,1634,businesses business economic,1
news read listen,It's been growing about twelve percent per year over a long period of time.,2,0,1635,news read listen,1
jobs economy job,I want to add more free trade agreements so we'll have more trade.,2,0,1636,jobs economy job,2
spending bipartisan obamacare,"Number three, I'm going to get us to a balanced budget.",2,0,1637,spending bipartisan obamacare,1
president obama legislation,President Bush didn't.,2,0,1638,president obama legislation,0
spending bipartisan obamacare,"President Obama was right, he said that that was outrageous to have deficits as high as half a trillion dollars under the Bush years.",2,0,1639,spending bipartisan obamacare,0
spending bipartisan obamacare,"He was right, but then he put in place deficits twice that size for every one of his four years.",2,0,1640,spending bipartisan obamacare,0
spending bipartisan obamacare,"And his forecast for the next four years is more deficits, almost that large.",2,0,1641,spending bipartisan obamacare,0
president obama legislation,So that's the next area I'm different than President Bush.,2,0,1642,president obama legislation,0
businesses business economic,"And then let's take the last one, championing small business.",2,0,1643,businesses business economic,0
vote voted republicans,Our party has been focused too long.,2,0,1644,vote voted republicans,0
businesses business economic,I came through small business.,2,0,1645,businesses business economic,1
businesses business economic,I understand how hard it is to start a small business.,2,0,1646,businesses business economic,1
businesses business economic,That's why everything I'll do is designed to help small businesses grow and add jobs.,2,0,1647,businesses business economic,1
businesses business economic,I want to keep their taxes down on small business.,2,0,1648,businesses business economic,0
businesses business economic,"I want regulators to see their job as encouraging small enterprise, not crushing it.",2,0,1649,businesses business economic,0
obamacare healthcare insurance,"And the thing I find the most troubling about Obama Care, well it's a long list, but one of the things I find most troubling is that when you go out and talk to small businesses and ask them what they think about it, they tell you it keeps them from hiring more people.",2,0,1650,obamacare healthcare insurance,1
jobs economy job,My priority is jobs.,2,0,1651,jobs economy job,1
sen pass agree,I know how to make that happen.,2,0,1652,sen pass agree,1
president obama legislation,And President Bush has a very different path for a very different time.,2,0,1653,president obama legislation,0
businesses business economic,My path is designed in getting small businesses to grow and hire people.,2,0,1654,businesses business economic,1
sen pass agree,I think you know better.,2,0,1655,sen pass agree,1
obama president congressman,I think you know that these last four years haven't been so good as the president just described and that you don't feel like your confident that the next four years are going to be much better either.,2,0,1656,obama president congressman,0
obama president congressman,"I can tell you that if you were to elect President Obama, you know what you're going to get.",2,0,1657,obama president congressman,1
president obama legislation,You're going to get a repeat of the last four years.,2,0,1658,president obama legislation,0
spending bipartisan obamacare,We just can't afford four more years like the last four years.,2,0,1659,spending bipartisan obamacare,0
jobs economy job,He said that by now we'd have unemployment at five.,2,0,1660,jobs economy job,1
sen pass agree,four percent.,2,0,1661,sen pass agree,1
news read listen,The difference between where it is and five.,2,0,1662,news read listen,2
jobs economy job,four percent is nine million Americans without work.,2,0,1663,jobs economy job,1
sen pass agree,I wasn't the one that said five.,2,0,1664,sen pass agree,2
sen pass agree,four percent.,2,0,1665,sen pass agree,1
president obama legislation,This was the president's plan.,2,0,1666,president obama legislation,1
sen pass agree,Didn't get there.,2,0,1667,sen pass agree,2
obamacare healthcare seniors,"He said he would have by now put forward a plan to reform Medicare and Social Security, because he pointed out they're on the road to bankruptcy.",2,0,1668,obamacare healthcare seniors,1
president obama legislation,He would reform them.,2,0,1669,president obama legislation,0
sen pass agree,He'd get that done.,2,0,1670,sen pass agree,1
president obama legislation,He hasn't even made a proposal on either one.,2,0,1671,president obama legislation,0
immigration reform bipartisan,He said in his first year he'd put out an immigration plan that would deal with our immigration challenges.,2,0,1672,immigration reform bipartisan,1
sen pass agree,Didn't even file it.,2,0,1673,sen pass agree,2
president obama legislation,This is a president who has not been able to do what he said he'd do.,2,0,1674,president obama legislation,0
spending bipartisan obamacare,He said that he'd cut in half the deficit.,2,0,1675,spending bipartisan obamacare,1
president obama legislation,He hasn't done that either.,2,0,1676,president obama legislation,0
sen pass agree,"In fact, he doubled it.",2,0,1677,sen pass agree,1
obamacare healthcare insurance,He said that by now middle income families would have a reduction in their health insurance premiums by dollar two thousand five hundred a year.,2,0,1678,obamacare healthcare insurance,1
workers obamacare jobs,It's gone up by dollar two thousand five hundred a year.,2,0,1679,workers obamacare jobs,2
obamacare healthcare insurance,"And if Obamacare is passed, or implemented it's already been passed if it's implemented fully, it'll be another dollar two thousand five hundred on top.",2,0,1680,obamacare healthcare insurance,1
jobs economy job,The middle class is getting crushed under the policies of a president who has not understood what it takes to get the economy working again.,2,0,1681,jobs economy job,0
jobs economy job,"He keeps saying, Look, I've created five million jobs.",2,0,1682,jobs economy job,1
jobs economy job,That's after losing five million jobs.,2,0,1683,jobs economy job,0
jobs economy job,The entire record is such that the unemployment has not been reduced in this country.,2,0,1684,jobs economy job,1
jobs economy job,"The unemployment, the number of people who are still looking for work, is still twenty three million Americans.",2,0,1685,jobs economy job,1
workers obamacare jobs,"There are more people in poverty, one out of six people in poverty.",2,0,1686,workers obamacare jobs,2
